Date,Location,Gross Sales,Payment Net Sales,Discounts,Gross Profit,Transactions,Units,Refund Net Sales,Refund Transactions,Net Sales After Refunds,Discount Rate,Average Payment Net Basket,Period
2024-03-24,Store 20 - New York,1975.5,1939.1,-36.4,1152.77,27,50,-50.0,2.0,1889.1,0.018425715008858517,71.81851851851852,comparison
2024-03-24,Store 21 - Brooklyn,1973.5,1899.93,-73.57,1019.62,15,42,0.0,0.0,1899.93,0.03727894603496326,126.662,comparison
2024-03-24,Store 22 - Philadelphia,3183.5,3089.8,-93.7,1696.29,37,68,0.0,0.0,3089.8,0.029433013978325744,83.50810810810812,comparison
2024-03-24,Store 23 - Baltimore,795.5,734.38,-61.120000000000005,402.62,14,21,0.0,0.0,734.38,0.07683218101822753,52.455714285714286,comparison
2024-03-24,Store 24 - Las Vegas,1356.0,1294.42,-61.58,741.2,18,37,0.0,0.0,1294.42,0.045412979351032445,71.91222222222223,comparison
2024-03-24,Store 25 - San Diego,673.5,645.45,-28.05,392.73,11,19,0.0,0.0,645.45,0.041648106904231624,58.67727272727273,comparison
2024-03-24,Store 26 - Los Angeles,5330.0,5075.13,-254.87,2840.5099999999998,63,129,-28.0,2.0,5047.13,0.04781801125703565,80.55761904761906,comparison
2024-03-24,Store 27 - San Jose,3082.0,2972.1,-109.9,1647.14,29,68,0.0,0.0,2972.1,0.03565866320571058,102.48620689655172,comparison
2024-03-24,Store 28 - Sacramento,3334.0,3185.25,-148.75,1825.47,48,87,-59.0,1.0,3126.25,0.04461607678464307,66.359375,comparison
2024-03-24,Store 29 - Minneapolis,5034.0,4911.01,-122.99,2748.25,54,115,0.0,0.0,4911.01,0.02443186332936035,90.94462962962963,comparison
2024-03-24,Store 30 - Kansas City,2408.5,2361.7,-46.8,1300.8,26,55,0.0,0.0,2361.7,0.019431181233132654,90.83461538461538,comparison
2024-03-31,Store 01 - Austin,25.0,25.0,0.0,16.25,1,1,0.0,0.0,25.0,-0.0,25.0,diagnostic
2024-03-31,Store 02 - Dallas,1136.5,1111.18,-25.32,620.97,12,28,-86.0,2.0,1025.18,0.022278926528816544,92.59833333333334,diagnostic
2024-03-31,Store 03 - Houston,134.0,107.2,-26.8,44.7,2,2,0.0,0.0,107.2,0.2,53.6,diagnostic
2024-03-31,Store 04 - San Antonio,918.5,881.75,-36.75,503.43,8,23,0.0,0.0,881.75,0.040010887316276535,110.21875,diagnostic
2024-03-31,Store 05 - Phoenix,1256.5,1168.43,-88.07,645.13,13,32,-45.0,1.0,1123.43,0.07009152407481098,89.87923076923077,diagnostic
2024-03-31,Store 06 - Denver,449.0,438.1,-10.9,255.61,5,11,0.0,0.0,438.1,0.02427616926503341,87.62,diagnostic
2024-03-31,Store 07 - Seattle,505.0,477.85,-27.15,257.48,8,11,0.0,0.0,477.85,0.05376237623762376,59.73125,diagnostic
2024-03-31,Store 08 - Portland,390.0,374.2,-15.8,225.76,4,10,0.0,0.0,374.2,0.04051282051282051,93.55,diagnostic
2024-03-31,Store 09 - Chicago,958.5,879.55,-78.95,460.31,13,24,0.0,0.0,879.55,0.08236828377673448,67.6576923076923,diagnostic
2024-03-31,Store 10 - Detroit,873.5,854.78,-18.72,482.75,12,20,-19.5,1.0,835.28,0.021431024613623353,71.23166666666667,diagnostic
2024-03-31,Store 11 - Columbus,1039.0,986.2,-52.800000000000004,554.67,9,25,0.0,0.0,986.2,0.05081809432146295,109.57777777777778,diagnostic
2024-03-31,Store 12 - Atlanta,143.5,132.07999999999998,-11.42,83.31,4,7,0.0,0.0,132.07999999999998,0.07958188153310104,33.019999999999996,diagnostic
2024-03-31,Store 13 - Miami,950.0,921.35,-28.65,527.02,10,23,0.0,0.0,921.35,0.030157894736842102,92.135,diagnostic
2024-03-31,Store 14 - Orlando,720.0,713.55,-6.45,419.19,8,18,0.0,0.0,713.55,0.008958333333333334,89.19375,diagnostic
2024-03-31,Store 15 - Tampa,652.5,616.6,-35.9,346.84,7,16,0.0,0.0,616.6,0.055019157088122606,88.08571428571429,diagnostic
2024-03-31,Store 16 - Charlotte,1114.5,1074.2,-40.3,613.3,11,25,-59.0,1.0,1015.2,0.03615971287572902,97.65454545454546,diagnostic
2024-03-31,Store 17 - Nashville,838.0,795.13,-42.87,446.22,10,21,0.0,0.0,795.13,0.051157517899761334,79.513,diagnostic
2024-03-31,Store 18 - Memphis,1117.0,1101.2,-15.8,604.74,12,23,0.0,0.0,1101.2,0.01414503133393017,91.76666666666667,diagnostic
2024-03-31,Store 19 - Boston,633.5,629.9,-3.6,345.0,6,12,0.0,0.0,629.9,0.005682715074980268,104.98333333333333,diagnostic
2024-03-31,Store 20 - New York,1188.0,1114.25,-73.75,628.66,13,28,-153.0,2.0,961.25,0.06207912457912458,85.71153846153847,diagnostic
2024-03-31,Store 21 - Brooklyn,385.0,373.15,-11.85,220.24,5,9,0.0,0.0,373.15,0.030779220779220778,74.63,diagnostic
2024-03-31,Store 22 - Philadelphia,628.5,576.55,-51.95,332.23,10,15,0.0,0.0,576.55,0.0826571201272872,57.654999999999994,diagnostic
2024-03-31,Store 23 - Baltimore,768.0,734.25,-33.75,448.39,8,22,0.0,0.0,734.25,0.0439453125,91.78125,diagnostic
2024-03-31,Store 24 - Las Vegas,253.0,235.2,-17.8,111.02,3,3,0.0,0.0,235.2,0.07035573122529644,78.39999999999999,diagnostic
2024-03-31,Store 25 - San Diego,414.0,411.5,-2.5,240.39999999999998,6,10,0.0,0.0,411.5,0.006038647342995169,68.58333333333333,diagnostic
2024-03-31,Store 26 - Los Angeles,1880.5,1831.21,-49.29,1058.4,20,48,0.0,0.0,1831.21,0.026211114065408134,91.5605,diagnostic
2024-03-31,Store 27 - San Jose,616.0,567.3299999999999,-48.67,312.07,8,13,-65.0,1.0,502.3299999999999,0.07900974025974027,70.91624999999999,diagnostic
2024-03-31,Store 28 - Sacramento,1343.5,1266.6,-76.9,699.8100000000001,12,31,0.0,0.0,1266.6,0.05723855601042055,105.55,diagnostic
2024-03-31,Store 29 - Minneapolis,1124.0,1075.9,-48.099999999999994,653.44,15,28,0.0,0.0,1075.9,0.042793594306049815,71.72666666666667,diagnostic
2024-03-31,Store 30 - Kansas City,891.5,843.55,-47.95,454.8,9,20,0.0,0.0,843.55,0.053785754346606846,93.72777777777777,diagnostic
