Date,Location,Gross Sales,Payment Net Sales,Discounts,Gross Profit,Transactions,Units,Refund Net Sales,Refund Transactions,Net Sales After Refunds,Discount Rate,Average Payment Net Basket,Period
2024-01-02,Store 21 - Brooklyn,379.0,355.61,-23.39,224.03,10,14,0.0,0.0,355.61,0.06171503957783641,35.561,diagnostic
2024-01-02,Store 22 - Philadelphia,1372.0,1338.1,-33.9,764.55,17,32,0.0,0.0,1338.1,0.024708454810495627,78.71176470588235,diagnostic
2024-01-02,Store 23 - Baltimore,583.0,546.25,-36.75,287.5,8,12,-16.0,1.0,530.25,0.0630360205831904,68.28125,diagnostic
2024-01-02,Store 24 - Las Vegas,415.5,376.65,-38.85,197.31,5,8,0.0,0.0,376.65,0.09350180505415163,75.33,diagnostic
2024-01-02,Store 25 - San Diego,214.0,193.8,-20.2,118.88,3,8,0.0,0.0,193.8,0.09439252336448598,64.60000000000001,diagnostic
2024-01-02,Store 26 - Los Angeles,2380.5,2294.1,-86.4,1274.92,21,57,0.0,0.0,2294.1,0.03629489603024575,109.24285714285713,diagnostic
2024-01-02,Store 27 - San Jose,1074.0,1028.9,-45.1,567.24,12,25,0.0,0.0,1028.9,0.04199255121042831,85.74166666666667,diagnostic
2024-01-02,Store 28 - Sacramento,2727.5,2661.2,-66.3,1493.91,28,57,-22.0,1.0,2639.2,0.024307974335472042,95.04285714285713,diagnostic
2024-01-02,Store 29 - Minneapolis,1340.0,1283.95,-56.050000000000004,780.09,21,43,-68.0,1.0,1215.95,0.041828358208955224,61.14047619047619,diagnostic
2024-01-02,Store 30 - Kansas City,1094.0,1050.73,-43.269999999999996,561.97,13,23,0.0,0.0,1050.73,0.03955210237659963,80.82538461538462,diagnostic
2024-01-03,Store 01 - Austin,296.0,255.28,-40.72,136.06,2,8,0.0,0.0,255.28,0.13756756756756755,127.64,diagnostic
2024-01-03,Store 02 - Dallas,1357.5,1297.48,-60.02,742.79,12,35,0.0,0.0,1297.48,0.04421362799263352,108.12333333333333,diagnostic
2024-01-03,Store 03 - Houston,587.5,559.4,-28.1,279.33,6,10,0.0,0.0,559.4,0.047829787234042555,93.23333333333333,diagnostic
2024-01-03,Store 04 - San Antonio,797.0,751.1800000000001,-45.82,431.47,14,22,0.0,0.0,751.1800000000001,0.057490589711417815,53.65571428571429,diagnostic
2024-01-03,Store 05 - Phoenix,1326.5,1280.25,-46.25,743.4,20,36,0.0,0.0,1280.25,0.03486618921975122,64.0125,diagnostic
2024-01-03,Store 06 - Denver,547.5,507.48,-40.019999999999996,293.02,7,16,-48.0,1.0,459.48,0.0730958904109589,72.49714285714286,diagnostic
2024-01-03,Store 07 - Seattle,1062.5,1043.9,-18.6,598.56,10,25,0.0,0.0,1043.9,0.017505882352941177,104.39000000000001,diagnostic
2024-01-03,Store 08 - Portland,804.5,743.3000000000001,-61.2,404.85,9,19,0.0,0.0,743.3000000000001,0.07607209446861404,82.5888888888889,diagnostic
2024-01-03,Store 09 - Chicago,2673.0,2528.53,-144.47,1381.91,30,63,0.0,0.0,2528.53,0.054047886270108494,84.28433333333334,diagnostic
2024-01-03,Store 10 - Detroit,1297.5,1182.3,-115.2,650.17,15,34,0.0,0.0,1182.3,0.08878612716763006,78.82,diagnostic
2024-01-03,Store 11 - Columbus,1423.0,1363.43,-59.57,787.8399999999999,18,36,-96.0,2.0,1267.43,0.041862262825017565,75.74611111111112,diagnostic
2024-01-03,Store 12 - Atlanta,694.0,689.8,-4.2,374.04,7,15,0.0,0.0,689.8,0.006051873198847263,98.54285714285713,diagnostic
2024-01-03,Store 13 - Miami,662.5,654.9,-7.6,394.14,9,18,0.0,0.0,654.9,0.011471698113207546,72.76666666666667,diagnostic
2024-01-03,Store 14 - Orlando,568.5,539.6,-28.9,310.13,10,15,-19.5,1.0,520.1,0.050835532102022865,53.96,diagnostic
2024-01-03,Store 15 - Tampa,912.0,870.9,-41.1,475.84,16,27,0.0,0.0,870.9,0.04506578947368421,54.43125,diagnostic
2024-01-03,Store 16 - Charlotte,779.5,725.3,-54.2,426.58,12,24,0.0,0.0,725.3,0.06953175112251443,60.44166666666666,diagnostic
2024-01-03,Store 17 - Nashville,1188.5,1140.9,-47.6,626.53,12,27,0.0,0.0,1140.9,0.04005048380311317,95.075,diagnostic
2024-01-03,Store 18 - Memphis,1937.0,1826.85,-110.15,1037.53,18,49,0.0,0.0,1826.85,0.05686628807434177,101.49166666666666,diagnostic
2024-01-03,Store 19 - Boston,217.0,193.2,-23.8,95.7,3,5,0.0,0.0,193.2,0.10967741935483871,64.39999999999999,diagnostic
2024-01-03,Store 20 - New York,1227.0,1155.2,-71.8,666.6899999999999,16,35,-21.0,1.0,1134.2,0.058516707416462914,72.2,diagnostic
2024-01-03,Store 21 - Brooklyn,634.5,609.3,-25.2,356.01,7,15,0.0,0.0,609.3,0.03971631205673759,87.04285714285713,diagnostic
2024-01-03,Store 22 - Philadelphia,1037.0,1011.6800000000001,-25.32,600.38,14,30,-25.0,1.0,986.6800000000001,0.02441658630665381,72.26285714285714,diagnostic
2024-01-03,Store 23 - Baltimore,937.5,913.15,-24.35,511.04,12,20,0.0,0.0,913.15,0.025973333333333334,76.09583333333333,diagnostic
2024-01-03,Store 24 - Las Vegas,158.5,144.7,-13.8,90.17999999999999,6,6,0.0,0.0,144.7,0.08706624605678234,24.116666666666664,diagnostic
2024-01-03,Store 25 - San Diego,811.5,804.6,-6.9,476.19,10,24,-19.5,1.0,785.1,0.008502772643253236,80.46000000000001,diagnostic
2024-01-03,Store 26 - Los Angeles,1910.5,1785.61,-124.89,952.86,22,43,0.0,0.0,1785.61,0.0653703219052604,81.1640909090909,diagnostic
2024-01-03,Store 27 - San Jose,1040.0,1018.1,-21.9,557.74,9,19,0.0,0.0,1018.1,0.021057692307692305,113.12222222222222,diagnostic
2024-01-03,Store 28 - Sacramento,1839.5,1739.85,-99.65,961.46,21,42,-14.0,1.0,1725.85,0.05417232943734711,82.85,diagnostic
2024-01-03,Store 29 - Minneapolis,1877.5,1819.25,-58.25,976.08,21,35,-87.0,2.0,1732.25,0.031025299600532623,86.63095238095238,diagnostic
2024-01-03,Store 30 - Kansas City,1566.0,1507.25,-58.75,847.11,15,38,0.0,0.0,1507.25,0.03751596424010217,100.48333333333333,diagnostic
2024-01-04,Store 01 - Austin,607.0,594.46,-12.54,343.12,8,18,-129.0,1.0,465.46000000000004,0.020658978583196045,74.3075,diagnostic
2024-01-04,Store 02 - Dallas,1594.0,1512.5,-81.5,857.84,18,40,-68.0,1.0,1444.5,0.051129234629861985,84.02777777777777,diagnostic
2024-01-04,Store 03 - Houston,434.5,419.5,-15.0,233.39999999999998,5,9,0.0,0.0,419.5,0.03452243958573072,83.9,diagnostic
2024-01-04,Store 04 - San Antonio,1112.5,1072.5,-40.0,618.82,12,25,0.0,0.0,1072.5,0.035955056179775284,89.375,diagnostic
2024-01-04,Store 05 - Phoenix,1542.0,1464.45,-77.55,845.37,24,41,-89.0,1.0,1375.45,0.050291828793774314,61.018750000000004,diagnostic
2024-01-04,Store 06 - Denver,593.5,540.2,-53.3,297.35,7,16,0.0,0.0,540.2,0.0898062342038753,77.17142857142858,diagnostic
2024-01-04,Store 07 - Seattle,624.5,582.08,-42.42,308.92,8,13,0.0,0.0,582.08,0.06792634107285829,72.76,diagnostic
2024-01-04,Store 08 - Portland,532.5,493.25,-39.25,275.9,8,14,0.0,0.0,493.25,0.07370892018779343,61.65625,diagnostic
2024-01-04,Store 09 - Chicago,3020.0,2880.4,-139.6,1574.9,33,66,-79.0,1.0,2801.4,0.04622516556291391,87.28484848484848,diagnostic
2024-01-04,Store 10 - Detroit,1766.5,1694.35,-72.15,933.12,21,41,0.0,0.0,1694.35,0.04084347579960374,80.68333333333332,diagnostic
2024-01-04,Store 11 - Columbus,1559.5,1471.8,-87.7,785.6,20,30,0.0,0.0,1471.8,0.05623597306829112,73.59,diagnostic
2024-01-04,Store 12 - Atlanta,195.0,195.0,0.0,105.48,2,4,0.0,0.0,195.0,-0.0,97.5,diagnostic
2024-01-04,Store 13 - Miami,1686.5,1669.4,-17.1,957.3199999999999,21,40,0.0,0.0,1669.4,0.010139341832196858,79.4952380952381,diagnostic
2024-01-04,Store 14 - Orlando,387.0,378.1,-8.9,199.57999999999998,7,10,0.0,0.0,378.1,0.022997416020671835,54.01428571428572,diagnostic
2024-01-04,Store 15 - Tampa,1127.0,1079.95,-47.05,594.33,13,27,-21.0,1.0,1058.95,0.04174800354924578,83.07307692307693,diagnostic
2024-01-04,Store 16 - Charlotte,1496.0,1451.23,-44.769999999999996,861.47,20,44,0.0,0.0,1451.23,0.02992647058823529,72.5615,diagnostic
2024-01-04,Store 17 - Nashville,826.5,807.4,-19.1,456.15,12,19,0.0,0.0,807.4,0.02310949788263763,67.28333333333333,diagnostic
2024-01-04,Store 18 - Memphis,3274.5,3142.85,-131.65,1814.57,30,76,-172.0,4.0,2970.85,0.040204611391052074,104.76166666666667,diagnostic
2024-01-04,Store 19 - Boston,609.0,577.48,-31.520000000000003,338.34,9,18,0.0,0.0,577.48,0.051756978653530385,64.16444444444444,diagnostic
2024-01-04,Store 20 - New York,1070.5,994.8,-75.7,557.92,14,27,-42.0,1.0,952.8,0.07071461933675853,71.05714285714285,diagnostic
2024-01-04,Store 21 - Brooklyn,493.0,467.78,-25.22,265.9,8,13,-114.0,2.0,353.78,0.051156186612576066,58.4725,diagnostic
2024-01-04,Store 22 - Philadelphia,1315.5,1234.43,-81.07000000000001,655.83,16,34,-67.0,2.0,1167.43,0.061626757886735085,77.151875,diagnostic
2024-01-04,Store 23 - Baltimore,537.0,537.0,0.0,307.90999999999997,7,12,0.0,0.0,537.0,-0.0,76.71428571428571,diagnostic
2024-01-04,Store 24 - Las Vegas,550.0,489.17,-60.83,290.99,8,19,0.0,0.0,489.17,0.11059999999999999,61.14625,diagnostic
2024-01-04,Store 25 - San Diego,1036.5,992.4499999999999,-44.050000000000004,530.0799999999999,6,20,0.0,0.0,992.4499999999999,0.042498794018330927,165.40833333333333,diagnostic
2024-01-04,Store 26 - Los Angeles,2258.5,2146.18,-112.32000000000001,1181.6299999999999,26,56,-143.0,2.0,2003.1799999999998,0.04973212309054682,82.5453846153846,diagnostic
2024-01-04,Store 27 - San Jose,1416.5,1389.75,-26.75,777.97,15,30,0.0,0.0,1389.75,0.018884574655841865,92.65,diagnostic
2024-01-04,Store 28 - Sacramento,2750.0,2656.58,-93.42,1481.87,29,60,-59.0,1.0,2597.58,0.03397090909090909,91.60620689655173,diagnostic
2024-01-04,Store 29 - Minneapolis,1967.0,1910.0,-57.0,1120.79,22,57,-113.0,2.0,1797.0,0.028978139298423997,86.81818181818181,diagnostic
2024-01-04,Store 30 - Kansas City,1978.0,1817.9,-160.1,984.34,18,46,-26.0,1.0,1791.9,0.08094034378159758,100.99444444444445,diagnostic
2024-01-05,Store 01 - Austin,991.0,931.93,-59.07,544.26,13,24,-89.0,3.0,842.93,0.05960645812310797,71.68692307692308,diagnostic
2024-01-05,Store 02 - Dallas,1416.5,1371.5,-45.0,734.75,14,27,0.0,0.0,1371.5,0.03176844334627603,97.96428571428571,diagnostic
2024-01-05,Store 03 - Houston,748.0,717.0,-31.0,383.29,9,13,0.0,0.0,717.0,0.04144385026737968,79.66666666666667,diagnostic
2024-01-05,Store 04 - San Antonio,1281.5,1207.53,-73.97,634.91,15,31,-110.0,2.0,1097.53,0.0577214202106906,80.502,diagnostic
2024-01-05,Store 05 - Phoenix,3709.5,3580.65,-128.85,1999.16,44,91,-93.0,2.0,3487.65,0.03473513950667206,81.37840909090909,diagnostic
2024-01-05,Store 06 - Denver,823.5,721.88,-101.62,356.67,10,20,-12.0,1.0,709.88,0.12340012143290832,72.188,diagnostic
2024-01-05,Store 07 - Seattle,518.0,514.78,-3.2199999999999998,296.99,7,12,0.0,0.0,514.78,0.006216216216216216,73.53999999999999,diagnostic
2024-01-05,Store 08 - Portland,1357.5,1305.98,-51.52,681.64,15,27,-45.0,1.0,1260.98,0.037952117863720075,87.06533333333333,diagnostic
2024-01-05,Store 09 - Chicago,3116.5,3029.63,-86.87,1665.12,37,68,-103.0,2.0,2926.63,0.02787421787261351,81.8818918918919,diagnostic
2024-01-05,Store 10 - Detroit,1423.0,1371.7,-51.3,802.3,16,38,0.0,0.0,1371.7,0.036050597329585383,85.73125,diagnostic
2024-01-05,Store 11 - Columbus,1215.5,1193.15,-22.35,664.92,12,27,-89.0,1.0,1104.15,0.018387494858083095,99.42916666666667,diagnostic
2024-01-05,Store 12 - Atlanta,524.5,503.65,-20.85,264.03,7,10,0.0,0.0,503.65,0.039752144899904675,71.95,diagnostic
2024-01-05,Store 13 - Miami,1457.5,1410.98,-46.52,818.63,18,38,0.0,0.0,1410.98,0.03191766723842196,78.38777777777779,diagnostic
2024-01-05,Store 14 - Orlando,1078.0,1064.45,-13.55,578.25,11,23,-12.0,1.0,1052.45,0.012569573283859,96.76818181818182,diagnostic
2024-01-05,Store 15 - Tampa,1064.0,1023.2,-40.8,599.7,14,29,-34.0,1.0,989.2,0.038345864661654135,73.08571428571429,diagnostic
2024-01-05,Store 16 - Charlotte,1819.0,1771.88,-47.12,1022.98,19,45,0.0,0.0,1771.88,0.025904343045629465,93.25684210526316,diagnostic
2024-01-05,Store 17 - Nashville,2492.5,2469.0,-23.5,1436.22,27,61,-19.5,1.0,2449.5,0.009428284854563691,91.44444444444444,diagnostic
2024-01-05,Store 18 - Memphis,2885.0,2757.05,-127.95,1553.85,33,72,0.0,0.0,2757.05,0.044350086655112655,83.5469696969697,diagnostic
2024-01-05,Store 19 - Boston,774.5,762.58,-11.92,429.02,10,20,-18.0,1.0,744.58,0.015390574564234991,76.25800000000001,diagnostic
2024-01-05,Store 20 - New York,1598.0,1499.95,-98.05,831.04,19,40,-34.0,1.0,1465.95,0.06135794743429286,78.94473684210527,diagnostic
2024-01-05,Store 21 - Brooklyn,256.0,238.15,-17.85,136.23,5,10,0.0,0.0,238.15,0.0697265625,47.63,diagnostic
2024-01-05,Store 22 - Philadelphia,2251.5,2086.18,-165.32,1107.25,28,56,-24.0,1.0,2062.18,0.07342660448589829,74.50642857142857,diagnostic
2024-01-05,Store 23 - Baltimore,919.0,844.15,-74.85000000000001,459.99,12,22,-42.0,1.0,802.15,0.08144722524483135,70.34583333333333,diagnostic
2024-01-05,Store 24 - Las Vegas,1117.5,1105.6,-11.9,631.8199999999999,10,24,0.0,0.0,1105.6,0.010648769574944072,110.55999999999999,diagnostic
2024-01-05,Store 25 - San Diego,1104.5,986.35,-118.15,539.9,16,27,-45.0,1.0,941.35,0.1069714803078316,61.646875,diagnostic
2024-01-05,Store 26 - Los Angeles,2976.5,2847.05,-129.45,1522.8899999999999,31,64,-35.0,1.0,2812.05,0.04349067696959516,91.84032258064516,diagnostic
2024-01-05,Store 27 - San Jose,1678.5,1638.0,-40.5,878.6,23,35,0.0,0.0,1638.0,0.024128686327077747,71.21739130434783,diagnostic
2024-01-05,Store 28 - Sacramento,3294.0,3116.23,-177.77,1706.76,36,71,0.0,0.0,3116.23,0.05396782027929569,86.56194444444445,diagnostic
2024-01-05,Store 29 - Minneapolis,2198.5,2141.48,-57.019999999999996,1246.75,24,49,-121.0,2.0,2020.48,0.025935865362747328,89.22833333333334,diagnostic
2024-01-05,Store 30 - Kansas City,1146.5,1102.4,-44.1,619.59,11,26,0.0,0.0,1102.4,0.038464893153074574,100.21818181818183,diagnostic
2024-01-06,Store 01 - Austin,879.5,829.55,-49.95,475.04,10,21,-21.0,1.0,808.55,0.05679363274587834,82.955,diagnostic
2024-01-06,Store 02 - Dallas,1663.5,1617.47,-46.03,942.91,22,42,-129.0,1.0,1488.47,0.02767057409077247,73.52136363636363,diagnostic
2024-01-06,Store 03 - Houston,1206.5,1144.78,-61.72,639.4,14,32,0.0,0.0,1144.78,0.051156237049316204,81.77,diagnostic
2024-01-06,Store 04 - San Antonio,1542.5,1477.86,-64.64,864.84,20,45,0.0,0.0,1477.86,0.041905996758508916,73.893,diagnostic
2024-01-06,Store 05 - Phoenix,3511.0,3370.81,-140.19,1899.24,39,89,-121.0,4.0,3249.81,0.03992879521503845,86.43102564102564,diagnostic
2024-01-06,Store 06 - Denver,1013.0,978.4,-34.6,513.63,7,17,0.0,0.0,978.4,0.034155972359328726,139.77142857142857,diagnostic
2024-01-06,Store 07 - Seattle,832.5,783.0,-49.5,448.56,9,21,0.0,0.0,783.0,0.05945945945945946,87.0,diagnostic
2024-01-06,Store 08 - Portland,1361.0,1352.5,-8.5,787.13,14,33,0.0,0.0,1352.5,0.006245407788390889,96.60714285714286,diagnostic
2024-01-06,Store 09 - Chicago,2778.0,2630.2,-147.8,1442.4,34,66,-34.0,1.0,2596.2,0.053203743700503965,77.35882352941177,diagnostic
2024-01-06,Store 10 - Detroit,1626.5,1509.45,-117.05,848.23,20,44,0.0,0.0,1509.45,0.07196434060866892,75.4725,diagnostic
2024-01-06,Store 11 - Columbus,3033.5,2831.93,-201.57,1516.17,30,65,0.0,0.0,2831.93,0.06644799736278226,94.39766666666667,diagnostic
2024-01-06,Store 12 - Atlanta,1771.0,1737.05,-33.95,936.06,15,35,0.0,0.0,1737.05,0.0191699604743083,115.80333333333333,diagnostic
2024-01-06,Store 13 - Miami,1661.5,1627.95,-33.55,948.11,20,44,0.0,0.0,1627.95,0.020192597050857658,81.39750000000001,diagnostic
2024-01-06,Store 14 - Orlando,1241.5,1188.85,-52.65,666.49,13,30,-113.0,2.0,1075.85,0.042408376963350786,91.44999999999999,diagnostic
2024-01-06,Store 15 - Tampa,2804.5,2710.83,-93.67,1502.6599999999999,27,65,-71.5,2.0,2639.33,0.03339989302906044,100.4011111111111,diagnostic
2024-01-06,Store 16 - Charlotte,2246.0,2095.23,-150.77,1119.26,21,49,0.0,0.0,2095.23,0.06712822796081924,99.77285714285715,diagnostic
2024-01-06,Store 17 - Nashville,1890.0,1831.1,-58.9,1005.9300000000001,21,41,-42.0,1.0,1789.1,0.031164021164021165,87.1952380952381,diagnostic
2024-01-06,Store 18 - Memphis,3082.5,2982.58,-99.92,1688.02,39,76,-53.5,2.0,2929.08,0.03241524736415247,76.47641025641026,diagnostic
2024-01-06,Store 19 - Boston,971.0,926.6,-44.4,522.96,12,24,0.0,0.0,926.6,0.045726055612770336,77.21666666666667,diagnostic
2024-01-06,Store 20 - New York,2434.5,2287.03,-147.47,1184.42,24,51,-65.0,1.0,2222.03,0.06057506674881906,95.29291666666667,diagnostic
2024-01-06,Store 21 - Brooklyn,1080.0,1008.55,-71.45,552.65,14,26,-34.0,1.0,974.55,0.06615740740740741,72.03928571428571,diagnostic
2024-01-06,Store 22 - Philadelphia,1701.5,1635.65,-65.85,906.62,22,34,0.0,0.0,1635.65,0.03870114604760505,74.34772727272728,diagnostic
2024-01-06,Store 23 - Baltimore,1014.5,984.7,-29.8,573.57,13,27,-37.5,2.0,947.2,0.029374075899457862,75.74615384615385,diagnostic
2024-01-06,Store 24 - Las Vegas,1058.0,982.0,-76.0,572.12,11,29,-54.0,2.0,928.0,0.07183364839319471,89.27272727272727,diagnostic
2024-01-06,Store 25 - San Diego,1212.5,1185.95,-26.55,691.9,14,32,-73.0,2.0,1112.95,0.021896907216494847,84.71071428571429,diagnostic
2024-01-06,Store 26 - Los Angeles,5510.5,5267.5,-243.0,2881.7599999999998,48,114,-26.0,1.0,5241.5,0.04409763179384811,109.73958333333333,diagnostic
2024-01-06,Store 27 - San Jose,2710.0,2599.15,-110.85000000000001,1432.84,25,62,-12.0,1.0,2587.15,0.040904059040590406,103.96600000000001,diagnostic
2024-01-06,Store 28 - Sacramento,3201.0,3124.2799999999997,-76.72,1858.98,46,85,-101.0,2.0,3023.2799999999997,0.023967510153077163,67.9191304347826,diagnostic
2024-01-06,Store 29 - Minneapolis,3787.0,3618.7,-168.3,2032.02,48,91,-25.0,1.0,3593.7,0.04444151043041986,75.38958333333333,diagnostic
2024-01-06,Store 30 - Kansas City,1762.0,1691.55,-70.45,981.13,25,44,-33.5,2.0,1658.05,0.03998297389330307,67.66199999999999,diagnostic
2024-01-09,Store 01 - Austin,607.0,574.65,-32.35,342.17,10,20,0.0,0.0,574.65,0.05329489291598023,57.464999999999996,comparison
2024-01-09,Store 02 - Dallas,1438.0,1405.9,-32.1,796.65,16,32,0.0,0.0,1405.9,0.022322670375521558,87.86875,comparison
2024-01-09,Store 03 - Houston,770.0,742.1,-27.9,408.32,12,16,0.0,0.0,742.1,0.03623376623376623,61.84166666666667,comparison
2024-01-09,Store 04 - San Antonio,786.0,743.95,-42.05,430.13,14,23,0.0,0.0,743.95,0.053498727735368956,53.13928571428572,comparison
2024-01-09,Store 05 - Phoenix,2141.0,2058.55,-82.45,1213.32,29,61,0.0,0.0,2058.55,0.038510042036431574,70.9844827586207,comparison
2024-01-09,Store 06 - Denver,1217.0,1162.53,-54.47,639.99,14,27,0.0,0.0,1162.53,0.04475760065735415,83.03785714285713,comparison
2024-01-09,Store 07 - Seattle,860.5,860.5,0.0,473.23,9,17,0.0,0.0,860.5,-0.0,95.61111111111111,comparison
2024-01-09,Store 08 - Portland,384.5,351.0,-33.5,185.75,6,9,0.0,0.0,351.0,0.08712613784135241,58.5,comparison
2024-01-09,Store 09 - Chicago,1454.5,1400.0,-54.5,752.47,18,34,0.0,0.0,1400.0,0.03746992093502922,77.77777777777777,comparison
2024-01-09,Store 10 - Detroit,1800.0,1750.15,-49.849999999999994,973.67,22,38,0.0,0.0,1750.15,0.02769444444444444,79.55227272727274,comparison
2024-01-09,Store 11 - Columbus,738.0,682.0,-56.0,379.8,11,20,0.0,0.0,682.0,0.07588075880758807,62.0,comparison
2024-01-09,Store 12 - Atlanta,1038.5,992.65,-45.85,561.97,12,26,0.0,0.0,992.65,0.04415021665864227,82.72083333333333,comparison
2024-01-09,Store 13 - Miami,1425.0,1372.43,-52.57,735.7,14,29,-30.0,1.0,1342.43,0.03689122807017544,98.0307142857143,comparison
2024-01-09,Store 14 - Orlando,533.0,490.18,-42.82,265.48,8,14,0.0,0.0,490.18,0.0803377110694184,61.2725,comparison
2024-01-09,Store 15 - Tampa,1119.5,1072.4,-47.1,586.85,17,26,0.0,0.0,1072.4,0.04207235372934346,63.082352941176474,comparison
2024-01-09,Store 16 - Charlotte,989.0,958.83,-30.17,507.75,14,22,0.0,0.0,958.83,0.030505561172901922,68.48785714285715,comparison
2024-01-09,Store 17 - Nashville,1296.0,1229.0,-67.0,702.59,13,30,0.0,0.0,1229.0,0.05169753086419753,94.53846153846153,comparison
2024-01-09,Store 18 - Memphis,2850.0,2740.43,-109.57,1537.46,29,70,0.0,0.0,2740.43,0.03844561403508771,94.49758620689654,comparison
2024-01-09,Store 19 - Boston,647.0,628.8,-18.2,359.48,7,18,0.0,0.0,628.8,0.02812982998454405,89.82857142857142,comparison
2024-01-09,Store 20 - New York,1942.5,1829.43,-113.07,1041.21,21,44,-22.0,1.0,1807.43,0.05820849420849421,87.11571428571429,comparison
2024-01-09,Store 21 - Brooklyn,686.0,648.3,-37.7,366.32,5,18,-68.0,1.0,580.3,0.054956268221574345,129.66,comparison
2024-01-09,Store 22 - Philadelphia,1187.5,1138.05,-49.45,681.85,19,36,-157.0,3.0,981.05,0.0416421052631579,59.897368421052626,comparison
2024-01-09,Store 23 - Baltimore,274.5,247.55,-26.95,139.81,6,9,0.0,0.0,247.55,0.09817850637522768,41.25833333333333,comparison
2024-01-09,Store 24 - Las Vegas,514.5,514.5,0.0,303.08,6,11,0.0,0.0,514.5,-0.0,85.75,comparison
2024-01-09,Store 25 - San Diego,959.5,911.9,-47.599999999999994,511.81,12,21,0.0,0.0,911.9,0.04960917144346013,75.99166666666666,comparison
2024-01-09,Store 26 - Los Angeles,2334.5,2270.3,-64.19999999999999,1281.8,24,51,0.0,0.0,2270.3,0.02750053544656243,94.59583333333335,comparison
2024-01-09,Store 27 - San Jose,999.5,936.65,-62.85,551.75,13,31,-24.0,1.0,912.65,0.06288144072036018,72.05,comparison
2024-01-09,Store 28 - Sacramento,1672.0,1605.43,-66.57,913.69,22,43,0.0,0.0,1605.43,0.0398145933014354,72.97409090909092,comparison
2024-01-09,Store 29 - Minneapolis,1968.0,1879.45,-88.55,1035.16,24,44,0.0,0.0,1879.45,0.04499491869918699,78.31041666666667,comparison
2024-01-09,Store 30 - Kansas City,1206.5,1132.45,-74.05,598.09,13,24,0.0,0.0,1132.45,0.061375880646498134,87.11153846153846,comparison
2024-01-10,Store 01 - Austin,934.5,910.25,-24.25,478.5,10,15,0.0,0.0,910.25,0.025949705724986623,91.025,comparison
