Date,Location,Gross Sales,Payment Net Sales,Discounts,Gross Profit,Transactions,Units,Refund Net Sales,Refund Transactions,Net Sales After Refunds,Discount Rate,Average Payment Net Basket,Period
2024-02-07,Store 09 - Chicago,3174.5,2991.75,-182.75,1679.71,34,73,0.0,0.0,2991.75,0.05756812096393133,87.99264705882354,comparison
2024-02-07,Store 10 - Detroit,2767.5,2653.91,-113.59,1524.58,24,70,0.0,0.0,2653.91,0.0410442637759711,110.57958333333333,comparison
2024-02-07,Store 11 - Columbus,2312.0,2257.65,-54.35,1254.07,22,48,0.0,0.0,2257.65,0.023507785467128027,102.62045454545455,comparison
2024-02-07,Store 12 - Atlanta,1202.5,1155.08,-47.42,676.79,15,34,-12.0,1.0,1143.08,0.03943451143451144,77.00533333333333,comparison
2024-02-07,Store 13 - Miami,1078.0,1055.08,-22.92,584.6899999999999,13,25,0.0,0.0,1055.08,0.021261595547309834,81.16,comparison
2024-02-07,Store 14 - Orlando,555.0,534.16,-20.84,336.3,12,21,-68.0,1.0,466.15999999999997,0.037549549549549546,44.51333333333333,comparison
2024-02-07,Store 15 - Tampa,1643.0,1571.75,-71.25,909.59,18,41,0.0,0.0,1571.75,0.04336579427875837,87.31944444444444,comparison
2024-02-07,Store 16 - Charlotte,1513.0,1437.3,-75.7,826.12,20,39,-32.0,1.0,1405.3,0.05003304692663582,71.865,comparison
2024-02-07,Store 17 - Nashville,1580.5,1497.4,-83.10000000000001,870.3299999999999,19,40,0.0,0.0,1497.4,0.05257829800695983,78.81052631578947,comparison
2024-02-07,Store 18 - Memphis,2904.0,2779.55,-124.45,1595.19,39,74,0.0,0.0,2779.55,0.04285468319559229,71.27051282051282,comparison
2024-02-07,Store 19 - Boston,395.0,384.8,-10.2,223.08,5,9,0.0,0.0,384.8,0.025822784810126582,76.96000000000001,comparison
2024-02-07,Store 20 - New York,1426.0,1381.95,-44.05,788.86,19,35,0.0,0.0,1381.95,0.030890603085553994,72.73421052631579,comparison
2024-02-07,Store 21 - Brooklyn,380.5,359.33,-21.17,208.39,8,12,0.0,0.0,359.33,0.05563731931668857,44.91625,comparison
2024-02-07,Store 22 - Philadelphia,2526.5,2408.08,-118.42,1350.51,23,58,0.0,0.0,2408.08,0.04687116564417178,104.6991304347826,comparison
2024-02-07,Store 23 - Baltimore,902.0,886.9,-15.1,519.67,8,22,0.0,0.0,886.9,0.016740576496674056,110.8625,comparison
2024-02-07,Store 24 - Las Vegas,491.0,459.3,-31.7,256.07,9,11,0.0,0.0,459.3,0.06456211812627291,51.03333333333333,comparison
2024-02-07,Store 25 - San Diego,1410.5,1359.4,-51.1,732.03,12,29,0.0,0.0,1359.4,0.036228287841191066,113.28333333333335,comparison
2024-02-07,Store 26 - Los Angeles,4280.0,4157.13,-122.87,2335.64,41,97,0.0,0.0,4157.13,0.028707943925233646,101.39341463414634,comparison
2024-02-07,Store 27 - San Jose,1633.0,1514.83,-118.17,845.38,23,41,-59.0,1.0,1455.83,0.07236374770361298,65.86217391304348,comparison
2024-02-07,Store 28 - Sacramento,2508.5,2422.5,-86.0,1315.67,21,53,0.0,0.0,2422.5,0.03428343631652382,115.35714285714286,comparison
2024-02-07,Store 29 - Minneapolis,4120.0,3829.78,-290.22,2078.14,47,89,-19.5,1.0,3810.28,0.07044174757281554,81.48468085106383,comparison
2024-02-07,Store 30 - Kansas City,2501.0,2385.8,-115.2,1257.0,26,53,0.0,0.0,2385.8,0.04606157536985206,91.76153846153846,comparison
2024-02-13,Store 01 - Austin,1186.0,1141.7,-44.300000000000004,693.28,17,30,-35.0,1.0,1106.7,0.037352445193929176,67.15882352941176,diagnostic
2024-02-13,Store 02 - Dallas,1944.0,1871.08,-72.92,1095.6299999999999,27,55,0.0,0.0,1871.08,0.037510288065843625,69.29925925925926,diagnostic
2024-02-13,Store 03 - Houston,946.0,892.0799999999999,-53.92,477.57,12,20,-65.0,1.0,827.0799999999999,0.05699788583509514,74.33999999999999,diagnostic
2024-02-13,Store 04 - San Antonio,2257.5,2119.9,-137.6,1166.12,28,49,0.0,0.0,2119.9,0.06095238095238095,75.71071428571429,diagnostic
2024-02-13,Store 05 - Phoenix,4007.5,3822.6,-184.9,2239.29,47,101,0.0,0.0,3822.6,0.04613849033063007,81.33191489361703,diagnostic
2024-02-13,Store 06 - Denver,986.5,940.53,-45.97,541.1899999999999,13,28,-68.0,1.0,872.53,0.04659908768373036,72.34846153846154,diagnostic
2024-02-13,Store 07 - Seattle,1303.5,1246.4,-57.1,730.95,16,36,0.0,0.0,1246.4,0.043805140007671654,77.9,diagnostic
2024-02-13,Store 08 - Portland,1115.5,1052.75,-62.75,542.71,10,21,0.0,0.0,1052.75,0.05625280143433438,105.275,diagnostic
2024-02-13,Store 09 - Chicago,3649.0,3485.01,-163.99,2003.0,47,96,0.0,0.0,3485.01,0.04494107974787613,74.14914893617022,diagnostic
2024-02-13,Store 10 - Detroit,1924.5,1872.98,-51.52,1070.0,27,47,0.0,0.0,1872.98,0.026770589763574958,69.36962962962963,diagnostic
2024-02-13,Store 11 - Columbus,1732.0,1658.5,-73.5,987.49,24,48,0.0,0.0,1658.5,0.0424364896073903,69.10416666666667,diagnostic
2024-02-13,Store 12 - Atlanta,705.0,675.88,-29.12,391.31,10,19,-79.0,1.0,596.88,0.041304964539007095,67.588,diagnostic
2024-02-13,Store 13 - Miami,1378.0,1350.2,-27.8,758.65,14,34,0.0,0.0,1350.2,0.020174165457184326,96.44285714285715,diagnostic
2024-02-13,Store 14 - Orlando,652.5,626.6,-25.9,360.05,9,17,0.0,0.0,626.6,0.03969348659003831,69.62222222222222,diagnostic
2024-02-13,Store 15 - Tampa,2454.5,2319.0,-135.5,1246.24,29,55,0.0,0.0,2319.0,0.05520472601344469,79.96551724137932,diagnostic
2024-02-13,Store 16 - Charlotte,1676.5,1597.38,-79.12,977.68,22,53,0.0,0.0,1597.38,0.04719355800775425,72.60818181818182,diagnostic
2024-02-13,Store 17 - Nashville,2294.0,2181.05,-112.95,1209.04,28,53,-168.5,2.0,2012.5500000000002,0.049237140366172626,77.89464285714287,diagnostic
2024-02-13,Store 18 - Memphis,3234.0,3072.28,-161.72,1642.94,36,65,-89.0,1.0,2983.28,0.05000618429189858,85.34111111111112,diagnostic
2024-02-13,Store 19 - Boston,880.0,845.65,-34.35,453.96,10,19,0.0,0.0,845.65,0.039034090909090914,84.565,diagnostic
2024-02-13,Store 20 - New York,1672.5,1635.01,-37.49,972.84,22,49,0.0,0.0,1635.01,0.022415545590433485,74.31863636363636,diagnostic
2024-02-13,Store 21 - Brooklyn,579.0,565.7,-13.3,344.77,9,16,-30.0,1.0,535.7,0.0229706390328152,62.85555555555556,diagnostic
2024-02-13,Store 22 - Philadelphia,1729.0,1664.2,-64.8,1000.18,25,51,0.0,0.0,1664.2,0.037478311162521684,66.568,diagnostic
2024-02-13,Store 23 - Baltimore,430.0,422.8,-7.2,266.85,12,15,0.0,0.0,422.8,0.01674418604651163,35.233333333333334,diagnostic
2024-02-13,Store 24 - Las Vegas,1437.0,1399.7,-37.3,768.17,13,27,0.0,0.0,1399.7,0.025956854558107166,107.66923076923078,diagnostic
2024-02-13,Store 25 - San Diego,1200.5,1136.48,-64.02,654.1,18,32,0.0,0.0,1136.48,0.05332778009162849,63.13777777777778,diagnostic
2024-02-13,Store 26 - Los Angeles,3629.0,3514.85,-114.14999999999999,2002.28,47,94,0.0,0.0,3514.85,0.031454946266189034,74.78404255319148,diagnostic
2024-02-13,Store 27 - San Jose,2163.5,2046.73,-116.77000000000001,1125.27,26,53,0.0,0.0,2046.73,0.053972729373700026,78.72038461538462,diagnostic
2024-02-13,Store 28 - Sacramento,2492.0,2396.4,-95.6,1373.62,33,66,0.0,0.0,2396.4,0.038362760834670946,72.61818181818182,diagnostic
2024-02-13,Store 29 - Minneapolis,3422.5,3290.2,-132.3,1943.67,46,90,-89.0,2.0,3201.2,0.038655953250547846,71.52608695652174,diagnostic
2024-02-13,Store 30 - Kansas City,1350.0,1326.9,-23.1,793.49,20,35,0.0,0.0,1326.9,0.01711111111111111,66.345,diagnostic
2024-02-14,Store 01 - Austin,499.0,486.4,-12.6,287.76,6,13,0.0,0.0,486.4,0.025250501002004006,81.06666666666666,diagnostic
2024-02-14,Store 02 - Dallas,2989.0,2887.55,-101.45,1600.82,28,75,0.0,0.0,2887.55,0.03394111743057879,103.12678571428572,diagnostic
2024-02-14,Store 03 - Houston,1103.5,1059.28,-44.22,608.99,15,29,0.0,0.0,1059.28,0.040072496601721797,70.61866666666667,diagnostic
2024-02-14,Store 04 - San Antonio,4405.5,4110.4,-295.1,2270.29,43,99,-89.0,1.0,4021.3999999999996,0.06698445125411417,95.59069767441859,diagnostic
2024-02-14,Store 05 - Phoenix,4222.0,4008.96,-213.04000000000002,2362.72,56,124,0.0,0.0,4008.96,0.05045949786830886,71.58857142857143,diagnostic
2024-02-14,Store 06 - Denver,1361.0,1292.43,-68.57000000000001,751.79,20,39,0.0,0.0,1292.43,0.050382072005878034,64.6215,diagnostic
2024-02-14,Store 07 - Seattle,758.0,724.9,-33.1,444.82,15,26,-68.0,1.0,656.9,0.04366754617414248,48.32666666666667,diagnostic
2024-02-14,Store 08 - Portland,806.5,787.8,-18.7,473.8,15,26,0.0,0.0,787.8,0.02318660880347179,52.519999999999996,diagnostic
2024-02-14,Store 09 - Chicago,4259.0,4144.68,-114.32000000000001,2391.02,55,118,0.0,0.0,4144.68,0.02684198168584175,75.35781818181819,diagnostic
2024-02-14,Store 10 - Detroit,2290.5,2190.66,-99.84,1344.67,41,74,-80.0,2.0,2110.66,0.04358873608382449,53.43073170731707,diagnostic
2024-02-14,Store 11 - Columbus,2330.5,2245.2,-85.3,1312.0,31,60,0.0,0.0,2245.2,0.036601587642136876,72.4258064516129,diagnostic
2024-02-14,Store 12 - Atlanta,856.0,809.53,-46.47,460.7,14,23,0.0,0.0,809.53,0.05428738317757009,57.82357142857143,diagnostic
2024-02-14,Store 13 - Miami,2317.0,2206.98,-110.02,1222.49,33,60,-14.0,1.0,2192.98,0.04748381527837721,66.87818181818182,diagnostic
2024-02-14,Store 14 - Orlando,1478.0,1393.34,-84.66,816.65,18,40,-26.0,1.0,1367.34,0.05728010825439783,77.40777777777777,diagnostic
2024-02-14,Store 15 - Tampa,941.0,895.35,-45.65,537.8199999999999,20,29,-12.0,1.0,883.35,0.04851222104144527,44.7675,diagnostic
2024-02-14,Store 16 - Charlotte,2783.5,2622.18,-161.32,1412.8899999999999,31,63,0.0,0.0,2622.18,0.05795581102927968,84.58645161290322,diagnostic
2024-02-14,Store 17 - Nashville,3210.5,3094.05,-116.45,1832.87,44,92,0.0,0.0,3094.05,0.036271608783678556,70.31931818181819,diagnostic
2024-02-14,Store 18 - Memphis,5026.0,4793.06,-232.94,2583.98,55,100,0.0,0.0,4793.06,0.046346995622761636,87.14654545454546,diagnostic
2024-02-14,Store 19 - Boston,1848.5,1782.12,-66.38,1001.84,22,44,0.0,0.0,1782.12,0.03591019745739789,81.00545454545454,diagnostic
2024-02-14,Store 20 - New York,1628.5,1529.4,-99.10000000000001,869.19,21,44,0.0,0.0,1529.4,0.06085354620816703,72.82857142857144,diagnostic
2024-02-14,Store 21 - Brooklyn,1661.0,1503.98,-157.02,821.55,18,37,0.0,0.0,1503.98,0.09453341360626129,83.55444444444444,diagnostic
2024-02-14,Store 22 - Philadelphia,2409.0,2299.75,-109.25,1312.06,30,62,0.0,0.0,2299.75,0.04535076795350768,76.65833333333333,diagnostic
2024-02-14,Store 23 - Baltimore,1610.5,1563.2,-47.3,909.58,22,41,0.0,0.0,1563.2,0.02936976094380627,71.05454545454546,diagnostic
2024-02-14,Store 24 - Las Vegas,1550.0,1498.4,-51.6,844.58,18,37,0.0,0.0,1498.4,0.03329032258064516,83.24444444444445,diagnostic
2024-02-14,Store 25 - San Diego,1088.0,1060.6,-27.4,623.55,17,31,-39.5,1.0,1021.0999999999999,0.025183823529411762,62.38823529411764,diagnostic
2024-02-14,Store 26 - Los Angeles,4488.0,4257.93,-230.07,2354.72,62,114,0.0,0.0,4257.93,0.05126336898395722,68.67629032258066,diagnostic
2024-02-14,Store 27 - San Jose,2754.5,2694.1,-60.400000000000006,1555.69,34,69,0.0,0.0,2694.1,0.021927754583408968,79.23823529411764,diagnostic
2024-02-14,Store 28 - Sacramento,4653.0,4486.03,-166.97,2624.01,59,118,0.0,0.0,4486.03,0.035884375671609715,76.03440677966101,diagnostic
2024-02-14,Store 29 - Minneapolis,3403.5,3303.33,-100.17,1959.2,47,101,-26.0,1.0,3277.33,0.029431467606875275,70.2836170212766,diagnostic
2024-02-14,Store 30 - Kansas City,1754.0,1675.1,-78.9,993.43,29,47,0.0,0.0,1675.1,0.04498289623717218,57.76206896551724,diagnostic
