Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,Region,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
ES-2015-MS1798048-42227,2015-08-11,2015-08-16,Second Class,MS-1798048,Corporate,Germany,Western Europe,TEC-PH-5839,4473.0,7,0.0,313.11,604.4,Medium
IT-2014-KC1667548-41882,2014-08-31,2014-09-03,First Class,KC-1667548,Corporate,Germany,Western Europe,TEC-PH-3130,1502.01,9,0.0,225.18,600.21,Critical
IT-2015-DK13090120-42345,2015-12-07,2015-12-08,First Class,DK-13090120,Consumer,Spain,Southern Europe,FUR-BO-5760,2188.05,5,0.0,1050.15,593.91,High
UP-2012-DW3480137-41221,2012-11-08,2012-11-10,First Class,DW-3480137,Home Office,Ukraine,Eastern Europe,FUR-TA-3771,1858.68,4,0.0,130.08,590.56,Critical
ES-2013-AB10150139-41537,2013-09-20,2013-09-22,Second Class,AB-10150139,Consumer,United Kingdom,Northern Europe,TEC-PH-5355,3441.69,6,0.1,38.07,585.25,High
ES-2014-BE1141048-41967,2014-11-24,2014-11-25,First Class,BE-1141048,Consumer,Germany,Western Europe,TEC-CO-3599,1487.4,10,0.0,728.7,580.98,Critical
ES-2015-HG1484545-42327,2015-11-19,2015-11-23,Standard Class,HG-1484545,Consumer,France,Western Europe,FUR-CH-4654,5729.35,14,0.1,63.55,572.95,High
ES-2014-JB1600048-41668,2014-01-29,2014-02-05,Standard Class,JB-1600048,Consumer,Germany,Western Europe,TEC-PH-5268,3219.9,5,0.0,965.85,564.25,Low
ES-2014-NZ1856545-41975,2014-12-02,2014-12-02,Same Day,NZ-1856545,Home Office,France,Western Europe,OFF-AP-4508,2432.16,5,0.1,513.36,546.9,Critical
ES-2014-NF183858-41970,2014-11-27,2014-11-29,First Class,NF-183858,Consumer,Austria,Western Europe,FUR-BO-4849,2899.89,7,0.0,927.78,541.59,High
IT-2013-PM1894045-41546,2013-09-29,2013-09-29,Same Day,PM-1894045,Consumer,France,Western Europe,TEC-MA-5572,2016.85,9,0.15,-0.05,540.77,Critical
ES-2014-MZ1733545-41885,2014-09-03,2014-09-05,Second Class,MZ-1733545,Home Office,France,Western Europe,OFF-AP-4503,3155.54,7,0.1,34.94,539.94,High
ES-2013-LH1715545-41444,2013-06-19,2013-06-19,Same Day,LH-1715545,Consumer,France,Western Europe,TEC-PH-5840,2167.3,4,0.15,790.42,531.09,High
ES-2012-KM1666048-41129,2012-08-08,2012-08-10,First Class,KM-1666048,Consumer,Germany,Western Europe,TEC-CO-5999,1469.25,5,0.0,308.4,527.87,Critical
ES-2012-PO1886545-41217,2012-11-04,2012-11-08,Second Class,PO-1886545,Consumer,France,Western Europe,TEC-PH-3807,4448.83,8,0.15,1517.71,527.85,High
IT-2014-VM2168591-41711,2014-03-13,2014-03-13,Same Day,VM-2168591,Home Office,Netherlands,Western Europe,FUR-CH-5442,2570.87,11,0.5,-2211.17,520.89,High
ES-2013-DM1352548-41369,2013-04-05,2013-04-05,Same Day,DM-1352548,Corporate,Germany,Western Europe,TEC-PH-3149,2875.77,9,0.5,-1783.08,516.63,High
ES-2013-NM18520120-41634,2013-12-26,2013-12-28,Second Class,NM-18520120,Consumer,Spain,Southern Europe,FUR-BO-5948,1741.8,4,0.0,261.24,515.24,Critical
ES-2014-EM1406548-41775,2014-05-16,2014-05-20,Second Class,EM-1406548,Consumer,Germany,Western Europe,TEC-CO-4593,1900.95,5,0.0,589.2,506.89,High
IT-2012-ON1871545-40955,2012-02-16,2012-02-19,Second Class,ON-1871545,Corporate,France,Western Europe,FUR-CH-5774,4544.1,11,0.1,1868.13,506.27,Medium
IT-2015-RP1927045-42081,2015-03-18,2015-03-21,Second Class,RP-1927045,Corporate,France,Western Europe,TEC-CO-5998,1505.98,6,0.15,-265.76,498.52,Critical
IT-2014-SB2029064-41887,2014-09-05,2014-09-07,Second Class,SB-2029064,Corporate,Italy,Southern Europe,TEC-CO-4590,2671.41,7,0.0,534.24,483.04,High
IT-2012-GM1468091-41215,2012-11-02,2012-11-05,First Class,GM-1468091,Consumer,Netherlands,Western Europe,OFF-AP-4745,1983.14,7,0.5,-1784.9,473.27,High
ES-2015-RA1994545-42218,2015-08-02,2015-08-03,First Class,RA-1994545,Consumer,France,Western Europe,FUR-BO-3624,1112.78,3,0.1,296.66,472.0,Critical
ES-2012-DB1306048-41171,2012-09-19,2012-09-21,Second Class,DB-1306048,Consumer,Germany,Western Europe,TEC-CO-4789,3616.5,10,0.0,36.0,471.92,Critical
ES-2013-JH1582048-41306,2013-02-01,2013-02-04,First Class,JH-1582048,Consumer,Germany,Western Europe,TEC-PH-3806,3263.4,5,0.0,848.4,469.29,High
ES-2014-DK12835120-41651,2014-01-12,2014-01-15,First Class,DK-12835120,Corporate,Spain,Southern Europe,OFF-AP-4507,3801.63,7,0.0,1444.59,465.02,Medium
ES-2012-BP11155139-41130,2012-08-09,2012-08-16,Standard Class,BP-11155139,Consumer,United Kingdom,Northern Europe,TEC-PH-3805,5276.99,9,0.1,1758.89,454.81,Medium
ES-2015-YC21895139-42097,2015-04-03,2015-04-05,First Class,YC-21895139,Corporate,United Kingdom,Northern Europe,FUR-BO-3639,2291.81,7,0.1,127.13,448.91,High
BO-2015-MZ733513-42046,2015-02-11,2015-02-15,Second Class,MZ-733513,Home Office,Belarus,Eastern Europe,FUR-CH-4654,2757.78,6,0.0,744.48,446.33,High
ES-2014-JF15295120-41924,2014-10-12,2014-10-12,Same Day,JF-15295120,Consumer,Spain,Southern Europe,TEC-AC-4185,1549.98,6,0.0,139.32,443.92,Critical
UP-2015-DJ3510137-42202,2015-07-17,2015-07-19,Second Class,DJ-3510137,Corporate,Ukraine,Eastern Europe,OFF-AP-4738,3146.4,6,0.0,629.28,443.55,Critical
ES-2015-MF1825045-42330,2015-11-22,2015-11-28,Standard Class,MF-1825045,Corporate,France,Western Europe,TEC-MA-4205,2456.62,11,0.15,664.72,442.49,Low
IT-2012-TC2129545-41058,2012-05-29,2012-06-01,First Class,TC-2129545,Consumer,France,Western Europe,FUR-TA-4642,2228.64,7,0.35,-754.41,440.25,Critical
ES-2015-EH1412545-42245,2015-08-29,2015-09-03,Standard Class,EH-1412545,Home Office,France,Western Europe,TEC-PH-3148,4876.88,9,0.15,745.88,439.41,Medium
ES-2012-AM10360139-41136,2012-08-15,2012-08-20,Standard Class,AM-10360139,Corporate,United Kingdom,Northern Europe,TEC-PH-5354,4453.05,7,0.0,1424.85,433.41,Medium
ES-2014-JG15160139-41660,2014-01-21,2014-01-24,Second Class,JG-15160139,Consumer,United Kingdom,Northern Europe,FUR-TA-3344,5451.3,6,0.0,2071.44,432.13,Medium
ES-2015-NF1847548-42248,2015-09-01,2015-09-01,Same Day,NF-1847548,Home Office,Germany,Western Europe,OFF-AP-3581,1007.42,2,0.1,134.3,428.83,Critical
ES-2012-NB1865548-41194,2012-10-12,2012-10-12,Same Day,NB-1865548,Corporate,Germany,Western Europe,OFF-ST-6049,1066.45,6,0.1,-11.93,427.24,Critical
ES-2014-RB19570120-41971,2014-11-28,2014-12-04,Standard Class,RB-19570120,Consumer,Spain,Southern Europe,FUR-BO-5760,3063.27,7,0.0,1470.21,419.38,Low
ES-2013-LH1715545-41444,2013-06-19,2013-06-19,Same Day,LH-1715545,Consumer,France,Western Europe,OFF-AP-4507,2443.91,5,0.1,760.31,416.33,High
ES-2014-SC20305120-41909,2014-09-27,2014-09-27,Same Day,SC-20305120,Consumer,Spain,Southern Europe,FUR-BO-3903,1091.25,3,0.0,119.97,411.64,Critical
RS-2015-CR2625108-42230,2015-08-14,2015-08-16,Second Class,CR-2625108,Home Office,Russia,Eastern Europe,FUR-BO-5950,3498.72,8,0.0,594.72,410.05,Medium
IT-2012-TW2102545-41172,2012-09-20,2012-09-22,Second Class,TW-2102545,Home Office,France,Western Europe,FUR-BO-5760,1181.55,3,0.1,498.81,401.25,Critical
IT-2012-RB1933045-41080,2012-06-20,2012-06-23,First Class,RB-1933045,Consumer,France,Western Europe,FUR-CH-4530,1696.25,4,0.1,734.93,401.13,High
ES-2013-EB13840139-41487,2013-08-01,2013-08-06,Second Class,EB-13840139,Corporate,United Kingdom,Northern Europe,OFF-AP-4743,3979.29,7,0.0,1989.54,398.5,Medium
ES-2015-MS17770139-42275,2015-09-28,2015-10-01,First Class,MS-17770139,Consumer,United Kingdom,Northern Europe,FUR-BO-3626,2898.21,7,0.0,1420.02,393.46,High
IT-2012-CM1265545-41218,2012-11-05,2012-11-07,First Class,CM-1265545,Home Office,France,Western Europe,TEC-MA-5007,1320.01,5,0.15,357.16,390.2,Critical
LH-2015-JC610575-42032,2015-01-28,2015-01-30,Second Class,JC-610575,Corporate,Lithuania,Northern Europe,FUR-TA-3345,2171.16,8,0.7,-2750.28,390.09,High
ES-2013-MT1781545-41599,2013-11-21,2013-11-24,Second Class,MT-1781545,Consumer,France,Western Europe,TEC-MA-5017,1593.65,7,0.15,-225.16,377.03,Critical
ES-2015-FW1439545-42069,2015-03-06,2015-03-08,First Class,FW-1439545,Corporate,France,Western Europe,FUR-BO-3627,1114.24,3,0.1,383.71,376.88,Critical
ES-2013-BH1171048-41478,2013-07-23,2013-07-28,Standard Class,BH-1171048,Consumer,Germany,Western Europe,TEC-PH-3807,2944.08,5,0.1,1112.13,376.58,High
ES-2012-SC208458-41070,2012-06-10,2012-06-13,First Class,SC-208458,Consumer,Austria,Western Europe,FUR-BO-4848,2056.05,5,0.0,390.6,372.5,High
ES-2014-CC12370139-41718,2014-03-20,2014-03-23,Second Class,CC-12370139,Consumer,United Kingdom,Northern Europe,OFF-AP-3573,2698.65,9,0.0,890.46,369.98,High
IT-2013-PO19195120-41492,2013-08-06,2013-08-07,First Class,PO-19195120,Home Office,Spain,Southern Europe,TEC-PH-3146,983.88,8,0.1,-11.16,369.17,Critical
IT-2012-AW1084091-41242,2012-11-29,2012-11-30,First Class,AW-1084091,Consumer,Netherlands,Western Europe,TEC-CO-4792,1440.84,8,0.5,-1268.04,367.35,Critical
RO-2013-SG10605107-41614,2013-12-06,2013-12-06,Same Day,SG-10605107,Consumer,Romania,Eastern Europe,TEC-CO-4571,1554.48,8,0.0,341.76,366.58,High
ES-2012-SA20830139-40998,2012-03-30,2012-04-03,Standard Class,SA-20830139,Consumer,United Kingdom,Northern Europe,FUR-BO-5950,2624.04,6,0.0,446.04,359.28,High
IT-2013-JD16060120-41515,2013-08-29,2013-09-01,First Class,JD-16060120,Consumer,Spain,Southern Europe,OFF-ST-5691,1392.63,11,0.1,-139.56,358.96,Critical
RS-2015-RB9465108-42082,2015-03-19,2015-03-23,Second Class,RB-9465108,Home Office,Russia,Eastern Europe,TEC-PH-5268,2570.76,4,0.0,976.8,357.89,Medium
ES-2013-BD11560139-41327,2013-02-22,2013-02-25,First Class,BD-11560139,Home Office,United Kingdom,Northern Europe,FUR-CH-4655,2285.7,5,0.0,845.7,355.06,High
ES-2014-CD1279048-41899,2014-09-17,2014-09-20,First Class,CD-1279048,Home Office,Germany,Western Europe,FUR-BO-5969,2442.07,7,0.1,-244.25,353.57,High
IT-2015-TB2105545-42334,2015-11-26,2015-12-03,Standard Class,TB-2105545,Consumer,France,Western Europe,OFF-AP-4502,3150.82,7,0.1,-35.09,353.04,Medium
ES-2015-NF1847548-42248,2015-09-01,2015-09-01,Same Day,NF-1847548,Home Office,Germany,Western Europe,TEC-CO-3595,1599.9,5,0.0,719.85,352.79,Critical
HU-2015-EH412557-42300,2015-10-23,2015-10-25,First Class,EH-412557,Home Office,Hungary,Eastern Europe,OFF-ST-5702,1269.9,6,0.0,558.72,352.52,High
ES-2015-MG1769564-42018,2015-01-14,2015-01-16,First Class,MG-1769564,Consumer,Italy,Southern Europe,TEC-CO-6012,2847.36,8,0.0,711.84,350.68,High
IT-2012-PC19000120-41004,2012-04-05,2012-04-07,First Class,PC-19000120,Home Office,Spain,Southern Europe,OFF-ST-5700,1523.66,8,0.1,-50.98,345.81,High
IT-2015-CA1231045-42223,2015-08-07,2015-08-09,Second Class,CA-1231045,Corporate,France,Western Europe,TEC-PH-5355,1625.24,3,0.15,-76.57,345.78,Critical
ES-2015-MB1808545-42049,2015-02-14,2015-02-16,First Class,MB-1808545,Consumer,France,Western Europe,OFF-ST-6261,734.94,4,0.1,130.62,344.98,Critical
RO-2013-DB3660107-41503,2013-08-17,2013-08-19,Second Class,DB-3660107,Consumer,Romania,Eastern Europe,FUR-CH-5456,1391.52,8,0.0,69.36,344.5,Critical
ES-2015-AF1088545-42103,2015-04-09,2015-04-12,First Class,AF-1088545,Consumer,France,Western Europe,OFF-ST-6049,1244.19,7,0.1,-13.92,338.33,Critical
ES-2013-SJ2050045-41443,2013-06-18,2013-06-20,Second Class,SJ-2050045,Consumer,France,Western Europe,FUR-TA-3343,2364.1,4,0.35,-218.3,338.1,Medium
ES-2014-DM1295545-42004,2014-12-31,2015-01-02,First Class,DM-1295545,Corporate,France,Western Europe,TEC-CO-4590,1946.31,6,0.15,114.45,337.93,High
IT-2013-CC1261048-41289,2013-01-15,2013-01-17,First Class,CC-1261048,Corporate,Germany,Western Europe,OFF-AP-4497,2283.71,9,0.1,-0.22,337.07,High
ES-2013-TG2164014-41591,2013-11-13,2013-11-17,Standard Class,TG-2164014,Consumer,Belgium,Western Europe,OFF-AP-3867,2489.4,9,0.0,273.78,335.95,High
ES-2015-VM2168545-42140,2015-05-16,2015-05-19,First Class,VM-2168545,Home Office,France,Western Europe,FUR-BO-5971,1189.24,9,0.1,250.99,334.23,High
ES-2015-CC1210045-42182,2015-06-27,2015-06-27,Same Day,CC-1210045,Home Office,France,Western Europe,TEC-CO-3595,815.95,3,0.15,287.92,333.02,Critical
ES-2013-BG1103544-41468,2013-07-13,2013-07-16,Second Class,BG-1103544,Consumer,Finland,Northern Europe,TEC-MA-5502,1245.0,4,0.0,161.76,332.96,Critical
ES-2015-HW1493545-42335,2015-11-27,2015-11-29,First Class,HW-1493545,Corporate,France,Western Europe,FUR-BO-5798,676.49,5,0.1,195.29,330.51,Critical
ES-2015-LD1685545-42265,2015-09-18,2015-09-18,Same Day,LD-1685545,Corporate,France,Western Europe,FUR-BO-3639,1637.01,5,0.1,90.81,329.73,High
ES-2015-DB13210139-42164,2015-06-09,2015-06-12,First Class,DB-13210139,Consumer,United Kingdom,Northern Europe,TEC-MA-4206,935.17,4,0.1,114.25,327.11,Critical
ES-2015-CS118608-42292,2015-10-15,2015-10-17,Second Class,CS-118608,Consumer,Austria,Western Europe,OFF-ST-4057,1026.96,8,0.0,441.36,326.35,Critical
ES-2013-GG1465045-41615,2013-12-07,2013-12-07,Same Day,GG-1465045,Corporate,France,Western Europe,TEC-CO-4792,1224.71,4,0.15,-129.73,326.27,High
ES-2014-EM1406548-41775,2014-05-16,2014-05-20,Second Class,EM-1406548,Consumer,Germany,Western Europe,TEC-PH-3805,2605.92,4,0.0,1042.32,326.05,High
ES-2013-CK1220564-41422,2013-05-28,2013-05-31,First Class,CK-1220564,Consumer,Italy,Southern Europe,TEC-CO-4592,1513.56,4,0.0,741.6,325.45,Critical
ES-2014-JD16150139-41868,2014-08-17,2014-08-20,Second Class,JD-16150139,Corporate,United Kingdom,Northern Europe,FUR-BO-4848,1233.63,3,0.0,234.36,325.32,Critical
UP-2012-CC2550137-41062,2012-06-02,2012-06-04,First Class,CC-2550137,Consumer,Ukraine,Eastern Europe,FUR-TA-5059,855.15,1,0.0,384.81,325.04,Critical
IT-2012-MS17830139-41103,2012-07-13,2012-07-14,First Class,MS-17830139,Consumer,United Kingdom,Northern Europe,TEC-MA-5511,956.34,4,0.1,-95.7,324.98,Critical
ES-2012-GT14710120-41198,2012-10-16,2012-10-23,Standard Class,GT-14710120,Consumer,Spain,Southern Europe,FUR-CH-4654,1838.52,5,0.2,160.77,324.09,Low
ES-2015-MM1792045-42199,2015-07-14,2015-07-18,Second Class,MM-1792045,Consumer,France,Western Europe,TEC-PH-3805,1824.14,8,0.65,-1303.06,321.54,High
ES-2013-DK1315048-41386,2013-04-22,2013-04-26,Standard Class,DK-1315048,Corporate,Germany,Western Europe,TEC-CO-3709,4748.44,14,0.1,844.12,315.29,Medium
IT-2013-CB1241548-41560,2013-10-13,2013-10-17,Standard Class,CB-1241548,Consumer,Germany,Western Europe,TEC-PH-5355,2544.24,4,0.0,1093.92,313.58,High
ES-2015-CD1192045-42367,2015-12-29,2015-12-31,Second Class,CD-1192045,Consumer,France,Western Europe,FUR-TA-5064,1461.14,5,0.35,202.19,310.17,High
ES-2014-SV2078545-41807,2014-06-17,2014-06-19,First Class,SV-2078545,Consumer,France,Western Europe,TEC-AC-5136,1244.1,5,0.0,447.75,309.0,High
ES-2015-RF19345120-42043,2015-02-08,2015-02-11,First Class,RF-19345120,Corporate,Spain,Southern Europe,OFF-AP-4743,1136.94,2,0.0,568.44,307.43,High
ES-2014-LT1676564-41947,2014-11-04,2014-11-06,Second Class,LT-1676564,Consumer,Italy,Southern Europe,OFF-AP-4732,1856.34,6,0.0,909.54,305.25,Critical
ES-2015-FH14365120-42165,2015-06-10,2015-06-12,First Class,FH-14365120,Corporate,Spain,Southern Europe,TEC-PH-3148,2295.0,4,0.1,459.0,305.2,Medium
ES-2013-BF1097545-41517,2013-08-31,2013-09-02,Second Class,BF-1097545,Corporate,France,Western Europe,TEC-PH-5354,1622.18,3,0.15,324.38,305.16,Critical
HU-2015-SH997557-42239,2015-08-23,2015-08-28,Standard Class,SH-997557,Corporate,Hungary,Eastern Europe,TEC-AC-5226,3449.88,14,0.0,275.94,304.75,Medium
ES-2015-BB1154548-42336,2015-11-28,2015-12-03,Standard Class,BB-1154548,Corporate,Germany,Western Europe,FUR-BO-5788,2455.68,7,0.1,-191.16,303.59,High
ES-2015-GZ1447064-42362,2015-12-24,2015-12-24,Same Day,GZ-1447064,Consumer,Italy,Southern Europe,FUR-BO-4862,2553.18,7,0.0,842.52,302.55,Medium
PL-2015-CB2025103-42347,2015-12-09,2015-12-12,First Class,CB-2025103,Consumer,Poland,Eastern Europe,TEC-CO-5997,1188.36,4,0.0,95.04,302.14,High
IT-2014-AM10705125-41892,2014-09-10,2014-09-15,Second Class,AM-10705125,Consumer,Switzerland,Western Europe,FUR-CH-4530,2380.5,5,0.0,952.2,301.73,Medium
AL-2012-SC102302-40970,2012-03-02,2012-03-04,Second Class,SC-102302,Corporate,Albania,Southern Europe,TEC-MA-6138,1619.1,10,0.0,258.9,301.73,High
RS-2014-JL5130108-41866,2014-08-15,2014-08-17,Second Class,JL-5130108,Consumer,Russia,Eastern Europe,TEC-PH-3148,2544.84,4,0.0,712.44,299.4,Medium
ES-2015-AS10090139-42062,2015-02-27,2015-03-03,Standard Class,AS-10090139,Consumer,United Kingdom,Northern Europe,OFF-AP-4745,1699.83,3,0.0,84.96,298.77,High
ES-2013-BP11230120-41411,2013-05-17,2013-05-21,Standard Class,BP-11230120,Consumer,Spain,Southern Europe,OFF-AP-3576,2080.32,4,0.0,561.6,296.98,High
MW-2015-TS1143085-42220,2015-08-04,2015-08-09,Second Class,TS-1143085,Corporate,Montenegro,Southern Europe,OFF-AP-3874,3234.24,6,0.0,970.2,295.74,Medium
ES-2015-FG1426045-42153,2015-05-29,2015-05-31,Second Class,FG-1426045,Home Office,France,Western Europe,OFF-AP-3865,1253.07,5,0.1,236.67,293.46,Critical
IT-2013-GM1444091-41347,2013-03-14,2013-03-17,First Class,GM-1444091,Consumer,Netherlands,Western Europe,FUR-BO-3903,1273.13,7,0.5,-993.2,291.93,High
ES-2013-LS1720045-41628,2013-12-20,2013-12-22,First Class,LS-1720045,Corporate,France,Western Europe,TEC-MA-6138,1238.61,9,0.15,14.43,288.47,High
IT-2014-SS20140104-41800,2014-06-10,2014-06-14,Standard Class,SS-20140104,Corporate,Portugal,Southern Europe,OFF-AP-4745,3399.66,12,0.5,-3059.82,286.87,Medium
RS-2012-MM8280108-40953,2012-02-14,2012-02-16,Second Class,MM-8280108,Corporate,Russia,Eastern Europe,TEC-CO-3686,1279.32,4,0.0,319.8,286.19,Critical
ES-2013-CM1211564-41489,2013-08-03,2013-08-07,Standard Class,CM-1211564,Consumer,Italy,Southern Europe,TEC-CO-4765,1715.91,7,0.0,583.38,285.12,High
ES-2012-AF1087014-41179,2012-09-27,2012-10-02,Standard Class,AF-1087014,Consumer,Belgium,Western Europe,OFF-AP-4738,4195.2,8,0.0,839.04,284.51,Medium
IT-2013-TS2150545-41448,2013-06-23,2013-06-26,Second Class,TS-2150545,Consumer,France,Western Europe,FUR-BO-5786,1765.4,5,0.1,-98.21,284.19,High
ES-2015-AH100308-42203,2015-07-18,2015-07-18,Same Day,AH-100308,Corporate,Austria,Western Europe,FUR-BO-3640,1100.52,3,0.0,352.08,283.25,Critical
ES-2015-BN11470139-42110,2015-04-16,2015-04-16,Same Day,BN-11470139,Corporate,United Kingdom,Northern Europe,FUR-BO-5778,996.3,5,0.0,119.55,282.58,Critical
AU-2012-AG6758-41153,2012-09-01,2012-09-01,Same Day,AG-6758,Consumer,Austria,Western Europe,FUR-TA-4646,922.95,1,0.0,341.49,282.09,Critical
ES-2014-SW2075545-41852,2014-08-01,2014-08-02,First Class,SW-2075545,Corporate,France,Western Europe,FUR-BO-4848,1850.45,5,0.1,185.0,281.82,High
ES-2015-SK1999045-42222,2015-08-06,2015-08-07,First Class,SK-1999045,Consumer,France,Western Europe,TEC-AC-5896,1547.1,6,0.0,340.2,280.54,Critical
UP-2014-MC7275137-41997,2014-12-24,2014-12-29,Second Class,MC-7275137,Consumer,Ukraine,Eastern Europe,TEC-PH-3806,2605.56,4,0.0,573.12,278.98,Medium
IT-2014-JF15295120-41668,2014-01-29,2014-01-31,Second Class,JF-15295120,Consumer,Spain,Southern Europe,OFF-ST-6033,1271.46,11,0.1,-127.41,278.75,High
ES-2015-DH13675139-42182,2015-06-27,2015-06-28,First Class,DH-13675139,Home Office,United Kingdom,Northern Europe,FUR-BO-5763,1314.45,3,0.0,341.73,277.29,Medium
IT-2012-RB19330120-41077,2012-06-17,2012-06-19,Second Class,RB-19330120,Consumer,Spain,Southern Europe,FUR-BO-4860,1814.25,5,0.0,653.1,274.63,High
ES-2013-CS11950124-41283,2013-01-09,2013-01-10,First Class,CS-11950124,Consumer,Sweden,Northern Europe,OFF-AP-3577,1293.68,5,0.5,-776.33,274.58,Critical
ES-2015-BW11110120-42046,2015-02-11,2015-02-15,Standard Class,BW-11110120,Corporate,Spain,Southern Europe,OFF-AP-3868,2477.55,5,0.0,1040.55,273.88,High
ES-2015-RD19585120-42007,2015-01-03,2015-01-04,Same Day,RD-19585120,Consumer,Spain,Southern Europe,TEC-CO-3681,2097.12,8,0.0,188.64,273.57,High
IT-2015-TB2117564-42284,2015-10-07,2015-10-08,First Class,TB-2117564,Corporate,Italy,Southern Europe,FUR-BO-5972,597.36,4,0.0,226.92,271.01,Critical
UP-2014-MD7860137-41810,2014-06-20,2014-06-24,Standard Class,MD-7860137,Corporate,Ukraine,Eastern Europe,OFF-AP-4498,3955.14,14,0.0,1383.9,270.65,High
ES-2015-CC1214548-42118,2015-04-24,2015-04-27,Second Class,CC-1214548,Consumer,Germany,Western Europe,TEC-AC-4186,2305.26,9,0.0,922.05,270.26,Medium
ES-2014-BS1166545-41734,2014-04-05,2014-04-08,First Class,BS-1166545,Consumer,France,Western Europe,TEC-PH-3147,1622.57,3,0.15,133.61,268.19,Medium
IT-2015-CA1196548-42195,2015-07-10,2015-07-14,Second Class,CA-1196548,Corporate,Germany,Western Europe,FUR-BO-5942,1361.04,9,0.1,196.53,268.04,High
RS-2012-JK5730108-41150,2012-08-29,2012-08-29,Same Day,JK-5730108,Consumer,Russia,Eastern Europe,FUR-TA-3759,1782.48,4,0.0,873.36,266.4,High
ES-2013-HZ1495045-41612,2013-12-04,2013-12-05,First Class,HZ-1495045,Consumer,France,Western Europe,TEC-CO-4568,667.77,3,0.15,274.92,266.02,Critical
IT-2014-EH14005120-41992,2014-12-19,2014-12-21,Second Class,EH-14005120,Home Office,Spain,Southern Europe,OFF-ST-6248,845.21,7,0.1,-9.49,265.85,Critical
ES-2014-LW1699045-41759,2014-04-30,2014-05-03,First Class,LW-1699045,Corporate,France,Western Europe,TEC-MA-5016,2036.81,9,0.15,359.3,263.82,Medium
ES-2013-Dl1360045-41440,2013-06-15,2013-06-15,Same Day,Dl-1360045,Corporate,France,Western Europe,TEC-AC-5135,980.52,4,0.0,176.4,263.71,High
ES-2014-SC2009545-41991,2014-12-18,2014-12-22,Standard Class,SC-2009545,Consumer,France,Western Europe,TEC-CO-4767,1654.64,8,0.15,681.2,263.47,High
IT-2012-JR1567048-41238,2012-11-25,2012-11-29,Standard Class,JR-1567048,Consumer,Germany,Western Europe,OFF-AP-4745,2039.8,4,0.1,-113.36,262.11,High
ES-2014-CM1183045-41773,2014-05-14,2014-05-16,Second Class,CM-1183045,Corporate,France,Western Europe,TEC-MA-5502,2910.19,11,0.15,-68.72,259.97,High
ES-2015-ME17320139-42227,2015-08-11,2015-08-14,First Class,ME-17320139,Home Office,United Kingdom,Northern Europe,FUR-TA-5055,856.68,2,0.0,274.08,259.34,Critical
IT-2014-GH14410120-41835,2014-07-15,2014-07-15,Same Day,GH-14410120,Home Office,Spain,Southern Europe,TEC-PH-5359,1330.99,12,0.1,-103.61,259.12,Critical
ES-2012-DJ88887148-41231,2012-11-18,2012-11-20,Second Class,DJ-88887148,Corporate,Greece,Southern Europe,TEC-PH-5248,728.53,7,0.4,-133.73,257.16,Critical
