Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,Region,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
MX-2012-BG1169582-41250,2012-12-07,2012-12-07,Same Day,BG-1169582,Corporate,Mexico,Central America,FUR-CH-5773,2226.82,9,0.2,500.98,308.658,High
US-2013-SL2015582-41422,2013-05-28,2013-05-29,First Class,SL-2015582,Home Office,Mexico,Central America,FUR-BO-4861,585.46,3,0.2,-0.02,304.53,Critical
MX-2015-TB2125031-42289,2015-10-12,2015-10-15,First Class,TB-2125031,Consumer,Cuba,Caribbean,FUR-TA-3760,1483.0,5,0.0,741.5,303.649,High
MX-2015-PS1897028-42109,2015-04-15,2015-04-17,First Class,PS-1897028,Home Office,Colombia,South America,OFF-AP-3872,1792.4,5,0.0,304.7,303.631,Critical
MX-2015-AH1007582-42139,2015-05-15,2015-05-19,Standard Class,AH-1007582,Corporate,Mexico,Central America,OFF-AP-4503,2003.52,6,0.0,861.48,302.477,High
MX-2014-TS2134018-41956,2014-11-13,2014-11-18,Standard Class,TS-2134018,Consumer,Brazil,South America,TEC-PH-3806,2171.3,5,0.0,390.8,294.971,High
MX-2015-LS1724582-42319,2015-11-11,2015-11-14,First Class,LS-1724582,Consumer,Mexico,Central America,TEC-PH-5355,849.8,2,0.0,195.44,294.566,Critical
MX-2015-JB1540051-42263,2015-09-16,2015-09-18,First Class,JB-1540051,Corporate,Guatemala,Central America,TEC-CO-4592,1258.78,5,0.002,375.78,291.631,High
MX-2015-SF2020039-42255,2015-09-08,2015-09-11,First Class,SF-2020039,Consumer,El Salvador,Central America,TEC-PH-5355,1274.7,3,0.0,293.16,290.523,Critical
MX-2013-JF1529531-41564,2013-10-17,2013-10-21,Standard Class,JF-1529531,Consumer,Cuba,Caribbean,FUR-CH-5443,2818.08,9,0.0,225.36,289.515,High
MX-2015-JM1586582-42137,2015-05-13,2015-05-17,Standard Class,JM-1586582,Consumer,Mexico,Central America,FUR-CH-4656,1715.06,7,0.2,300.08,288.103,High
MX-2012-SM2032036-41234,2012-11-21,2012-11-24,First Class,SM-2032036,Home Office,Dominican Republic,Caribbean,OFF-AP-3570,1124.26,7,0.2,252.9,286.463,Critical
US-2015-GR1456082-42302,2015-10-25,2015-10-25,Same Day,GR-1456082,Corporate,Mexico,Central America,FUR-TA-5062,726.72,3,0.2,-18.18,286.366,Critical
MX-2014-CR1273028-41993,2014-12-20,2014-12-22,First Class,CR-1273028,Consumer,Colombia,South America,FUR-TA-3420,1480.37,3,0.2,333.05,283.928,Medium
MX-2013-FH1436582-41558,2013-10-11,2013-10-14,First Class,FH-1436582,Corporate,Mexico,Central America,TEC-PH-3148,2968.98,7,0.0,89.04,283.685,Medium
MX-2015-CS1246093-42259,2015-09-12,2015-09-14,First Class,CS-1246093,Consumer,Nicaragua,Central America,FUR-BO-5940,664.56,6,0.0,6.6,281.743,Critical
MX-2013-AG1090082-41398,2013-05-04,2013-05-09,Standard Class,AG-1090082,Consumer,Mexico,Central America,OFF-AP-4508,3242.88,9,0.0,324.18,279.53,Medium
MX-2014-MS1736539-41780,2014-05-21,2014-05-23,Second Class,MS-1736539,Consumer,El Salvador,Central America,TEC-PH-5355,2544.24,6,0.0,992.16,277.925,High
MX-2014-HE1480018-41845,2014-07-25,2014-07-28,First Class,HE-1480018,Corporate,Brazil,South America,FUR-TA-4647,980.32,2,0.2,110.28,276.713,Medium
MX-2012-XP2186539-41032,2012-05-03,2012-05-07,Standard Class,XP-2186539,Consumer,El Salvador,Central America,FUR-TA-4713,2833.76,10,0.2,35.36,269.94,High
MX-2015-ML1741031-42320,2015-11-12,2015-11-16,Standard Class,ML-1741031,Consumer,Cuba,Caribbean,FUR-BO-3892,1916.88,7,0.0,939.26,269.764,High
MX-2015-MY1829593-42355,2015-12-17,2015-12-19,First Class,MY-1829593,Corporate,Nicaragua,Central America,FUR-BO-3903,1212.5,5,0.0,606.2,269.525,Critical
MX-2014-RE1945036-41791,2014-06-01,2014-06-07,Standard Class,RE-1945036,Consumer,Dominican Republic,Caribbean,TEC-PH-5841,2375.3,7,0.2,-207.84,267.784,Low
MX-2013-TC2114582-41446,2013-06-21,2013-06-25,Standard Class,TC-2114582,Corporate,Mexico,Central America,TEC-PH-5842,1696.4,4,0.0,67.84,264.888,High
MX-2013-DG1330082-41417,2013-05-23,2013-05-25,First Class,DG-1330082,Corporate,Mexico,Central America,OFF-AP-4500,935.5,5,0.0,168.3,264.428,Medium
MX-2014-SM2000518-41696,2014-02-26,2014-03-01,First Class,SM-2000518,Consumer,Brazil,South America,FUR-TA-3761,1411.2,6,0.2,405.72,262.111,Medium
MX-2012-FM1429065-41216,2012-11-03,2012-11-07,Standard Class,FM-1429065,Home Office,Jamaica,Caribbean,FUR-BO-4849,1380.9,5,0.0,303.7,261.262,High
MX-2014-CS1249082-41763,2014-05-04,2014-05-08,Standard Class,CS-1249082,Corporate,Mexico,Central America,FUR-CH-5776,1731.07,7,0.2,-238.03,259.249,High
MX-2015-MC1763536-42340,2015-12-02,2015-12-06,Second Class,MC-1763536,Corporate,Dominican Republic,Caribbean,TEC-AC-5894,1914.08,14,0.2,669.76,258.96,Medium
MX-2015-VT2170018-42012,2015-01-08,2015-01-13,Standard Class,VT-2170018,Home Office,Brazil,South America,TEC-PH-3148,3393.12,8,0.0,101.76,258.835,Medium
US-2013-CL1189018-41459,2013-07-04,2013-07-04,Same Day,CL-1189018,Consumer,Brazil,South America,TEC-PH-5839,1363.2,8,0.6,-1806.24,255.173,Critical
MX-2015-EB1397518-42369,2015-12-31,2016-01-03,Second Class,EB-1397518,Corporate,Brazil,South America,TEC-CO-3707,1264.47,5,0.002,301.47,253.254,High
MX-2014-MC1757518-41982,2014-12-09,2014-12-11,Second Class,MC-1757518,Consumer,Brazil,South America,FUR-CH-4654,919.26,3,0.0,266.58,251.57,Critical
MX-2014-MC1763582-41921,2014-10-09,2014-10-14,Standard Class,MC-1763582,Corporate,Mexico,Central America,TEC-PH-3806,3045.84,7,0.0,1035.58,251.052,High
MX-2014-AH1021018-41745,2014-04-16,2014-04-19,First Class,AH-1021018,Consumer,Brazil,South America,OFF-AP-4736,1403.36,4,0.0,449.04,250.029,High
US-2012-LH1675036-41129,2012-08-08,2012-08-08,Same Day,LH-1675036,Consumer,Dominican Republic,Caribbean,OFF-AP-4743,1819.1,6,0.2,500.18,249.639,High
US-2014-PG1889582-41647,2014-01-08,2014-01-11,Second Class,PG-1889582,Consumer,Mexico,Central America,FUR-CH-5443,751.49,3,0.2,-112.75,246.726,Critical
MX-2014-LC1705051-41643,2014-01-04,2014-01-10,Standard Class,LC-1705051,Consumer,Guatemala,Central America,TEC-PH-5841,2120.8,5,0.0,275.7,246.387,Medium
MX-2015-NF1838582-42087,2015-03-24,2015-03-28,Standard Class,NF-1838582,Consumer,Mexico,Central America,FUR-TA-3359,2205.57,8,0.2,689.09,245.067,High
MX-2013-DK1298539-41339,2013-03-06,2013-03-11,Standard Class,DK-1298539,Consumer,El Salvador,Central America,OFF-AP-4966,1903.0,5,0.0,57.0,243.793,High
MX-2013-BF1121593-41541,2013-09-24,2013-09-28,Second Class,BF-1121593,Home Office,Nicaragua,Central America,TEC-CO-3609,2014.36,8,0.002,419.8,243.059,Medium
MX-2015-AA1048031-42111,2015-04-17,2015-04-20,Second Class,AA-1048031,Consumer,Cuba,Caribbean,OFF-AP-4508,1801.6,5,0.0,180.1,241.537,Medium
MX-2014-AH1046593-42004,2014-12-31,2015-01-01,First Class,AH-1046593,Consumer,Nicaragua,Central America,TEC-CO-4792,1198.3,5,0.002,165.6,240.092,High
MX-2013-AR1034582-41601,2013-11-23,2013-11-25,First Class,AR-1034582,Corporate,Mexico,Central America,FUR-BO-5786,836.93,4,0.2,230.13,239.217,High
MX-2013-CR1282051-41543,2013-09-26,2013-09-28,First Class,CR-1282051,Home Office,Guatemala,Central America,TEC-CO-6009,1902.11,8,0.002,872.83,236.564,Medium
MX-2015-SB2018518-42245,2015-08-29,2015-09-03,Second Class,SB-2018518,Consumer,Brazil,South America,OFF-AP-4966,3044.8,8,0.0,91.2,235.076,Medium
MX-2013-AF1087018-41418,2013-05-24,2013-05-26,Second Class,AF-1087018,Consumer,Brazil,South America,TEC-PH-5268,856.92,2,0.0,222.76,234.28,Critical
US-2014-DA1345055-41795,2014-06-05,2014-06-09,Second Class,DA-1345055,Home Office,Honduras,Central America,OFF-AP-3868,2180.24,11,0.4,-690.54,234.043,Medium
MX-2015-LC1688582-42329,2015-11-21,2015-11-22,First Class,LC-1688582,Consumer,Mexico,Central America,FUR-TA-3777,775.54,3,0.2,213.22,232.836,High
MX-2012-DA1345031-41199,2012-10-17,2012-10-20,Second Class,DA-1345031,Home Office,Cuba,Caribbean,TEC-CO-3710,755.81,3,0.002,195.35,232.424,Critical
MX-2013-MO1780051-41382,2013-04-18,2013-04-21,Second Class,MO-1780051,Home Office,Guatemala,Central America,TEC-PH-3784,1479.36,12,0.0,103.44,231.957,Medium
US-2014-CR1273018-41993,2014-12-20,2014-12-22,First Class,CR-1273018,Consumer,Brazil,South America,FUR-TA-3420,740.18,3,0.6,-407.14,231.517,Critical
MX-2014-DC1328551-41885,2014-09-03,2014-09-09,Standard Class,DC-1328551,Consumer,Guatemala,Central America,TEC-PH-3807,2616.96,6,0.0,26.16,230.47,Medium
MX-2015-JK15370100-42132,2015-05-08,2015-05-10,Second Class,JK-15370100,Consumer,Paraguay,South America,TEC-PH-5837,820.08,9,0.0,98.28,229.085,Critical
MX-2014-SG2089051-41752,2014-04-23,2014-04-25,Second Class,SG-2089051,Corporate,Guatemala,Central America,TEC-CO-3602,882.03,9,0.002,148.35,227.629,High
MX-2012-AH1003082-41251,2012-12-08,2012-12-09,First Class,AH-1003082,Corporate,Mexico,Central America,FUR-BO-4861,780.61,4,0.2,-0.03,226.629,High
MX-2013-JL1523536-41606,2013-11-28,2013-12-03,Standard Class,JL-1523536,Consumer,Dominican Republic,Caribbean,OFF-AP-4745,1510.96,5,0.2,509.86,224.281,High
MX-2015-RK1930018-42181,2015-06-26,2015-06-28,First Class,RK-1930018,Consumer,Brazil,South America,FUR-TA-3344,1938.24,4,0.2,-96.96,223.805,Medium
MX-2012-SC2084582-41240,2012-11-27,2012-11-29,First Class,SC-2084582,Consumer,Mexico,Central America,TEC-MA-5571,533.22,3,0.0,69.3,222.045,Critical
MX-2015-PS1904518-42335,2015-11-27,2015-12-01,Second Class,PS-1904518,Home Office,Brazil,South America,TEC-PH-5355,2124.5,5,0.0,488.6,221.92,High
MX-2014-SJ2050051-41962,2014-11-19,2014-11-25,Standard Class,SJ-2050051,Consumer,Guatemala,Central America,FUR-BO-5950,2040.92,7,0.0,959.14,221.048,Low
MX-2015-MG1820518-42140,2015-05-16,2015-05-16,Same Day,MG-1820518,Corporate,Brazil,South America,FUR-BO-5760,875.22,3,0.0,139.98,220.767,High
US-2014-VG217905-41800,2014-06-10,2014-06-15,Standard Class,VG-217905,Consumer,Argentina,South America,FUR-CH-5442,1682.75,9,0.4,-813.49,219.842,High
MX-2013-NW1840082-41584,2013-11-06,2013-11-08,First Class,NW-1840082,Consumer,Mexico,Central America,TEC-CO-3610,1003.35,4,0.002,178.95,219.533,Critical
US-2015-AG1052582-42355,2015-12-17,2015-12-21,Standard Class,AG-1052582,Corporate,Mexico,Central America,FUR-CH-4654,1697.58,7,0.2,-63.76,217.028,High
US-2015-SC2057582-42342,2015-12-04,2015-12-07,Second Class,SC-2057582,Consumer,Mexico,Central America,FUR-TA-4712,1410.4,5,0.2,-88.2,215.128,Critical
MX-2012-NS1850582-41223,2012-11-10,2012-11-17,Standard Class,NS-1850582,Consumer,Mexico,Central America,TEC-PH-5269,2582.16,6,0.0,516.36,214.883,Medium
MX-2012-AZ1075093-41271,2012-12-28,2012-12-30,Second Class,AZ-1075093,Consumer,Nicaragua,Central America,FUR-CH-5378,2429.44,8,0.0,534.4,214.422,Medium
MX-2015-BS1136518-42199,2015-07-14,2015-07-16,First Class,BS-1136518,Corporate,Brazil,South America,TEC-CO-4776,997.8,5,0.002,327.9,213.775,High
MX-2014-CP1234036-41762,2014-05-03,2014-05-04,First Class,CP-1234036,Corporate,Dominican Republic,Caribbean,OFF-AP-4965,912.24,3,0.2,68.4,211.554,High
MX-2014-MP1747093-41914,2014-10-02,2014-10-05,First Class,MP-1747093,Home Office,Nicaragua,Central America,TEC-CO-6012,947.22,4,0.002,377.7,211.552,High
MX-2013-NC1841593-41572,2013-10-25,2013-10-29,Standard Class,NC-1841593,Consumer,Nicaragua,Central America,TEC-PH-5268,2146.6,5,0.0,429.3,211.307,Medium
MX-2015-SG2047031-42074,2015-03-11,2015-03-14,First Class,SG-2047031,Consumer,Cuba,Caribbean,FUR-TA-5060,1143.44,2,0.0,320.16,210.795,Critical
MX-2012-CS1184516-41216,2012-11-03,2012-11-05,Second Class,CS-1184516,Corporate,Bolivia,South America,OFF-AP-4735,1401.84,4,0.0,126.16,210.637,High
MX-2012-DK1298582-41256,2012-12-13,2012-12-13,Same Day,DK-1298582,Consumer,Mexico,Central America,FUR-BO-5966,825.79,4,0.2,41.23,209.316,Critical
MX-2014-BH1171039-41930,2014-10-18,2014-10-22,Standard Class,BH-1171039,Consumer,El Salvador,Central America,TEC-PH-5841,2120.8,5,0.0,275.7,207.892,High
MX-2012-TP2113082-41207,2012-10-25,2012-10-27,First Class,TP-2113082,Consumer,Mexico,Central America,TEC-PH-3148,2120.7,5,0.0,63.6,206.327,High
MX-2014-SC2044082-41877,2014-08-26,2014-08-27,First Class,SC-2044082,Corporate,Mexico,Central America,TEC-PH-3807,1308.48,3,0.0,13.08,205.721,High
MX-2015-CC1237026-42115,2015-04-21,2015-04-24,First Class,CC-1237026,Consumer,Chile,South America,FUR-CH-5394,803.52,9,0.0,80.28,205.336,High
MX-2015-DC1328582-42091,2015-03-28,2015-03-30,First Class,DC-1328582,Consumer,Mexico,Central America,FUR-TA-5067,1011.7,7,0.2,126.34,205.218,High
MX-2015-JE1574531-42255,2015-09-08,2015-09-12,Second Class,JE-1574531,Consumer,Cuba,Caribbean,FUR-TA-3357,2419.2,7,0.0,411.18,205.167,High
MX-2014-DB1321036-41961,2014-11-18,2014-11-20,First Class,DB-1321036,Consumer,Dominican Republic,Caribbean,OFF-AP-3570,803.04,5,0.2,180.64,205.148,High
MX-2015-LS1720080-42294,2015-10-17,2015-10-20,First Class,LS-1720080,Corporate,Martinique,Caribbean,FUR-TA-3762,1773.72,6,0.0,212.76,205.114,High
US-2012-SC2072518-41166,2012-09-14,2012-09-16,First Class,SC-2072518,Consumer,Brazil,South America,FUR-TA-3341,1274.24,5,0.2,-127.46,204.313,High
MX-2014-SS2014018-41658,2014-01-19,2014-01-26,Standard Class,SS-2014018,Corporate,Brazil,South America,FUR-BO-3627,2751.2,10,0.0,110.0,203.132,Medium
