Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,Region,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
IN-2015-CS1184558-42354,2015-12-16,2015-12-19,First Class,CS-1184558,Corporate,India,Southern Asia,FUR-TA-3779,1920.36,4,0.0,652.92,592.77,Critical
IN-2014-AS1022527-41797,2014-06-07,2014-06-09,First Class,AS-1022527,Corporate,China,Eastern Asia,FUR-CH-4530,3298.26,7,0.0,1055.25,589.36,High
IN-2015-LA1678059-42242,2015-08-26,2015-08-27,First Class,LA-1678059,Corporate,Indonesia,Southeastern Asia,FUR-TA-3422,3427.15,7,0.47,-452.81,586.57,High
IN-2015-JH158207-42140,2015-05-16,2015-05-18,Second Class,JH-158207,Consumer,Australia,Oceania,TEC-PH-3147,2863.35,5,0.1,858.9,581.88,Critical
IN-2012-SZ2003527-41221,2012-11-08,2012-11-10,Second Class,SZ-2003527,Home Office,China,Eastern Asia,TEC-CO-6010,3200.04,9,0.0,1183.95,576.71,Medium
IN-2012-RM1937558-41209,2012-10-27,2012-10-27,Same Day,RM-1937558,Consumer,India,Southern Asia,FUR-CH-5380,2301.0,5,0.0,91.95,573.27,Critical
ID-2013-AM1070559-41535,2013-09-18,2013-09-21,Second Class,AM-1070559,Consumer,Indonesia,Southeastern Asia,OFF-AP-4501,2487.81,6,0.17,-269.79,562.14,Critical
IN-2013-RP192707-41438,2013-06-13,2013-06-13,Same Day,RP-192707,Corporate,Australia,Oceania,TEC-CO-3611,3068.36,9,0.1,1124.9,555.77,High
IN-2014-BK1126011-41940,2014-10-28,2014-10-31,First Class,BK-1126011,Consumer,Bangladesh,Southern Asia,FUR-BO-4849,3728.43,9,0.0,1192.86,553.31,Medium
IN-2014-JM1525027-41985,2014-12-12,2014-12-14,First Class,JM-1525027,Consumer,China,Eastern Asia,TEC-CO-3678,1581.48,6,0.0,0.0,550.74,High
IN-2013-GP1474058-41419,2013-05-25,2013-05-28,Second Class,GP-1474058,Corporate,India,Southern Asia,TEC-PH-5356,1916.73,3,0.0,498.33,548.4,Critical
ID-2014-SC20695102-41667,2014-01-28,2014-01-30,First Class,SC-20695102,Corporate,Philippines,Southeastern Asia,FUR-CH-5443,2465.82,7,0.25,197.19,546.49,High
IN-2013-NC186257-41401,2013-05-07,2013-05-07,Same Day,NC-186257,Corporate,Australia,Oceania,FUR-TA-3422,1847.52,2,0.0,738.96,545.89,High
IN-2013-NZ185657-41606,2013-11-28,2013-12-02,Second Class,NZ-185657,Home Office,Australia,Oceania,FUR-CH-5774,2891.7,7,0.1,96.39,541.57,Medium
IN-2015-RW195407-42327,2015-11-19,2015-11-25,Standard Class,RW-195407,Corporate,Australia,Oceania,TEC-PH-3806,3524.47,6,0.1,861.37,531.28,Low
IN-2014-DB130607-41999,2014-12-26,2014-12-26,Same Day,DB-130607,Consumer,Australia,Oceania,OFF-AP-3575,3739.18,8,0.1,747.82,522.79,High
IN-2014-LC168857-41747,2014-04-18,2014-04-19,First Class,LC-168857,Consumer,Australia,Oceania,TEC-CO-6012,1601.64,5,0.1,587.19,511.47,Critical
IN-2012-RO1978027-41052,2012-05-23,2012-05-25,Second Class,RO-1978027,Consumer,China,Eastern Asia,OFF-AP-4738,3670.8,7,0.0,367.08,510.72,High
IN-2014-VS2182027-41790,2014-05-31,2014-06-02,First Class,VS-2182027,Consumer,China,Eastern Asia,FUR-BO-3639,1455.12,4,0.0,116.4,504.56,Critical
IN-2014-CM121157-41913,2014-10-01,2014-10-02,First Class,CM-121157,Consumer,Australia,Oceania,TEC-CO-4790,1943.19,6,0.1,258.93,499.62,High
ID-2014-JK153257-41984,2014-12-11,2014-12-14,Second Class,JK-153257,Corporate,Australia,Oceania,TEC-CO-3709,1695.87,5,0.1,-37.83,498.62,Critical
IN-2015-DW1354078-42357,2015-12-19,2015-12-20,First Class,DW-1354078,Consumer,Malaysia,Southeastern Asia,TEC-PH-3806,1954.17,3,0.0,312.66,498.38,Critical
IN-2014-SV2081558-41968,2014-11-25,2014-11-27,First Class,SV-2081558,Corporate,India,Southern Asia,TEC-CO-4577,1590.6,5,0.0,572.55,493.2,Critical
IN-2014-MM1792027-41950,2014-11-07,2014-11-10,First Class,MM-1792027,Consumer,China,Eastern Asia,TEC-AC-3405,2330.64,9,0.0,1025.46,492.79,Critical
IN-2015-JK1612059-42204,2015-07-19,2015-07-23,Standard Class,JK-1612059,Home Office,Indonesia,Southeastern Asia,FUR-BO-5761,3278.58,8,0.07,140.82,492.28,High
ID-2013-EM14200130-41502,2013-08-16,2013-08-16,Same Day,EM-14200130,Home Office,Thailand,Southeastern Asia,TEC-PH-5268,3741.52,7,0.17,946.63,491.91,High
IN-2013-PM1894059-41284,2013-01-10,2013-01-14,Standard Class,PM-1894059,Consumer,Indonesia,Southeastern Asia,FUR-BO-5787,3637.6,10,0.07,156.4,487.86,High
ID-2013-AB1001527-41439,2013-06-14,2013-06-17,First Class,AB-1001527,Consumer,China,Eastern Asia,TEC-MA-6150,1024.68,8,0.5,-286.92,487.32,Critical
IN-2013-KH1633059-41489,2013-08-03,2013-08-08,Standard Class,KH-1633059,Corporate,Indonesia,Southeastern Asia,OFF-AP-4960,3501.74,8,0.17,210.86,479.96,High
IN-2015-MP181757-42347,2015-12-09,2015-12-11,First Class,MP-181757,Home Office,Australia,Oceania,TEC-PH-3149,1725.46,3,0.1,747.61,479.94,High
IN-2013-LH1702027-41572,2013-10-25,2013-10-28,First Class,LH-1702027,Consumer,China,Eastern Asia,TEC-CO-3597,1583.7,5,0.0,174.15,479.67,Critical
ID-2014-CR126257-41878,2014-08-27,2014-08-29,Second Class,CR-126257,Home Office,Australia,Oceania,FUR-BO-5763,2760.35,7,0.1,-214.73,475.34,High
IN-2012-NC1862511-41041,2012-05-12,2012-05-16,Standard Class,NC-1862511,Corporate,Bangladesh,Southern Asia,TEC-AC-3403,3078.72,12,0.0,523.08,474.44,High
IN-2014-RF197357-41709,2014-03-11,2014-03-15,Standard Class,RF-197357,Consumer,Australia,Oceania,TEC-PH-5268,2892.11,5,0.1,160.61,470.29,High
IN-2014-SO2033527-41914,2014-10-02,2014-10-04,First Class,SO-2033527,Consumer,China,Eastern Asia,OFF-AP-4502,3000.78,6,0.0,1080.18,465.63,High
SA-2015-LC7050110-42236,2015-08-20,2015-08-25,Standard Class,LC-7050110,Consumer,Saudi Arabia,Western Asia,TEC-PH-3806,5211.12,8,0.0,1146.24,463.98,Medium
IN-2012-PB19210127-41259,2012-12-16,2012-12-19,First Class,PB-19210127,Corporate,Taiwan,Eastern Asia,FUR-TA-5065,1356.03,3,0.0,311.85,458.97,Critical
IN-2015-CG125207-42077,2015-03-14,2015-03-18,Standard Class,CG-125207,Consumer,Australia,Oceania,OFF-AP-4745,3569.64,7,0.1,674.16,458.54,High
ID-2015-HG1502559-42194,2015-07-09,2015-07-13,Standard Class,HG-1502559,Consumer,Indonesia,Southeastern Asia,FUR-BO-5787,2910.08,8,0.07,125.12,456.32,High
ID-2014-AD1018059-41801,2014-06-11,2014-06-15,Standard Class,AD-1018059,Home Office,Indonesia,Southeastern Asia,FUR-CH-4532,3126.4,9,0.27,-128.72,455.71,High
ID-2015-AA10480130-42080,2015-03-17,2015-03-21,Standard Class,AA-10480130,Consumer,Thailand,Southeastern Asia,TEC-PH-5840,2645.38,5,0.17,-0.02,452.6,High
ID-2014-RL196157-41641,2014-01-02,2014-01-03,First Class,RL-196157,Consumer,Australia,Oceania,FUR-BO-3639,1637.01,5,0.1,-36.39,452.28,Medium
ID-2013-SW2024559-41557,2013-10-10,2013-10-11,First Class,SW-2024559,Consumer,Indonesia,Southeastern Asia,TEC-PH-5840,2645.38,5,0.17,-0.02,451.03,High
IN-2012-BW1111027-41076,2012-06-16,2012-06-18,First Class,BW-1111027,Corporate,China,Eastern Asia,FUR-TA-3420,3238.31,5,0.3,-740.3,449.18,High
IN-2015-CP1234058-42202,2015-07-17,2015-07-20,First Class,CP-1234058,Corporate,India,Southern Asia,OFF-AP-4502,4001.04,8,0.0,1440.24,439.65,Medium
IN-2013-NC183407-41634,2013-12-26,2013-12-26,Same Day,NC-183407,Consumer,Australia,Oceania,FUR-TA-5054,1788.82,6,0.3,204.28,439.03,Critical
IN-2015-BF1100558-42319,2015-11-11,2015-11-15,Standard Class,BF-1100558,Home Office,India,Southern Asia,OFF-AP-3577,3622.29,7,0.0,1267.77,438.89,High
ID-2014-JS1603059-41760,2014-05-01,2014-05-04,Second Class,JS-1603059,Consumer,Indonesia,Southeastern Asia,FUR-TA-5072,1242.59,5,0.47,-140.72,437.85,Critical
IN-2015-JF1519021-42341,2015-12-03,2015-12-07,Standard Class,JF-1519021,Consumer,Cambodia,Southeastern Asia,FUR-TA-4706,2673.36,8,0.0,1069.2,432.57,High
IN-2014-AB100157-41815,2014-06-25,2014-06-29,Standard Class,AB-100157,Consumer,Australia,Oceania,FUR-CH-4654,2046.2,5,0.1,591.05,432.15,High
IN-2015-AG1033059-42197,2015-07-12,2015-07-14,Second Class,AG-1033059,Consumer,Indonesia,Southeastern Asia,OFF-AP-3574,1722.28,4,0.17,539.44,430.04,Critical
IN-2012-DR129407-41066,2012-06-06,2012-06-10,Second Class,DR-129407,Home Office,Australia,Oceania,OFF-AP-4966,4624.29,9,0.1,1644.03,427.46,Medium
IN-2014-NM1844527-41800,2014-06-10,2014-06-10,Same Day,NM-1844527,Home Office,China,Eastern Asia,TEC-CO-5991,957.6,4,0.0,0.0,427.1,Critical
IN-2015-TA213857-42351,2015-12-13,2015-12-17,Standard Class,TA-213857,Home Office,Australia,Oceania,OFF-AP-4508,4864.32,10,0.1,162.12,426.09,Medium
ID-2015-SC20380102-42165,2015-06-10,2015-06-11,First Class,SC-20380102,Consumer,Philippines,Southeastern Asia,OFF-AP-3580,1433.84,3,0.15,-84.37,424.81,High
IN-2013-KB1658527-41488,2013-08-02,2013-08-04,First Class,KB-1658527,Corporate,China,Eastern Asia,TEC-CO-3608,1521.0,4,0.0,0.0,416.74,High
IR-2014-MZ751560-41853,2014-08-02,2014-08-02,Same Day,MZ-751560,Corporate,Iran,Southern Asia,TEC-MA-4210,1141.8,10,0.0,570.9,415.01,Critical
IN-2015-DM1334558-42146,2015-05-22,2015-05-25,Second Class,DM-1334558,Corporate,India,Southern Asia,OFF-ST-4266,1865.97,9,0.0,802.17,413.95,Critical
ID-2012-CA1196566-40949,2012-02-10,2012-02-15,Standard Class,CA-1196566,Corporate,Japan,Eastern Asia,TEC-PH-5841,6998.64,11,0.0,2939.31,413.8,Medium
IN-2015-MH1811558-42157,2015-06-02,2015-06-04,First Class,MH-1811558,Home Office,India,Southern Asia,FUR-BO-4862,1094.22,3,0.0,328.23,411.06,Critical
IN-2014-KS163007-41912,2014-09-30,2014-10-03,First Class,KS-163007,Corporate,Australia,Oceania,FUR-BO-3640,1320.62,4,0.1,484.22,410.88,Critical
IN-2012-BG1174078-41108,2012-07-18,2012-07-19,First Class,BG-1174078,Consumer,Malaysia,Southeastern Asia,TEC-PH-5356,2555.64,4,0.0,664.44,410.22,High
IN-2015-DK1309027-42308,2015-10-31,2015-11-03,First Class,DK-1309027,Consumer,China,Eastern Asia,TEC-CO-3611,2272.86,6,0.0,977.22,406.53,High
IN-2014-JL1583527-41845,2014-07-25,2014-07-30,Standard Class,JL-1583527,Consumer,China,Eastern Asia,TEC-PH-3806,5211.12,8,0.0,833.76,404.97,Medium
IN-2015-AP1072058-42284,2015-10-07,2015-10-11,Standard Class,AP-1072058,Home Office,India,Southern Asia,TEC-PH-5269,2582.16,4,0.0,361.44,404.08,High
IN-2015-CR1282058-42294,2015-10-17,2015-10-21,Standard Class,CR-1282058,Home Office,India,Southern Asia,TEC-PH-5356,3194.55,5,0.0,830.55,403.97,High
IN-2014-BF110807-41976,2014-12-03,2014-12-06,Second Class,BF-110807,Consumer,Australia,Oceania,FUR-CH-4531,1705.0,4,0.1,378.88,403.46,Critical
IN-2015-JM15265102-42316,2015-11-08,2015-11-10,First Class,JM-15265102,Corporate,Philippines,Southeastern Asia,OFF-AP-3571,1538.72,6,0.15,325.7,403.26,High
IN-2014-NM1844527-41800,2014-06-10,2014-06-10,Same Day,NM-1844527,Home Office,China,Eastern Asia,FUR-CH-5378,1381.32,3,0.0,593.91,403.15,Critical
AJ-2014-JL58359-41662,2014-01-23,2014-01-27,Standard Class,JL-58359,Consumer,Azerbaijan,Western Asia,FUR-TA-3358,2058.0,4,0.0,946.68,393.62,High
IN-2012-EP1391559-41049,2012-05-20,2012-05-24,Second Class,EP-1391559,Consumer,Indonesia,Southeastern Asia,FUR-BO-5967,2539.88,7,0.07,709.94,393.58,High
IN-2015-GB145307-42260,2015-09-13,2015-09-19,Standard Class,GB-145307,Corporate,Australia,Oceania,TEC-CO-4593,4448.22,13,0.1,444.48,386.38,Medium
IN-2012-AB1010558-41270,2012-12-27,2012-12-28,First Class,AB-1010558,Consumer,India,Southern Asia,TEC-CO-6010,1066.68,3,0.0,394.65,383.68,Critical
IN-2012-NH1861092-41187,2012-10-05,2012-10-10,Standard Class,NH-1861092,Corporate,New Zealand,Oceania,FUR-TA-4645,3694.68,4,0.0,886.68,382.77,High
ID-2014-HJ1487527-41875,2014-08-24,2014-08-26,Second Class,HJ-1487527,Home Office,China,Eastern Asia,FUR-TA-5065,2214.85,7,0.3,-221.57,382.1,Critical
IN-2015-HA1492027-42111,2015-04-17,2015-04-17,Same Day,HA-1492027,Consumer,China,Eastern Asia,TEC-PH-3148,1275.0,2,0.0,140.22,377.58,Critical
ID-2015-DK1289559-42315,2015-11-07,2015-11-09,First Class,DK-1289559,Consumer,Indonesia,Southeastern Asia,OFF-AP-4964,3309.26,7,0.17,318.86,374.8,High
IN-2012-HL150407-41237,2012-11-24,2012-11-24,Same Day,HL-150407,Consumer,Australia,Oceania,TEC-CO-3596,1336.36,7,0.4,44.44,371.74,Critical
IN-2013-CT1199566-41496,2013-08-10,2013-08-12,First Class,CT-1199566,Consumer,Japan,Eastern Asia,TEC-CO-4591,3038.64,8,0.0,1245.84,371.51,High
IN-2013-TT2107058-41551,2013-10-04,2013-10-09,Standard Class,TT-2107058,Consumer,India,Southern Asia,FUR-CH-4656,2756.34,6,0.0,413.28,369.4,High
IN-2013-ED13885144-41549,2013-10-02,2013-10-02,Same Day,ED-13885144,Home Office,Vietnam,Southeastern Asia,FUR-CH-4530,1719.81,5,0.27,117.66,368.44,High
IN-2015-AP1091559-42089,2015-03-26,2015-03-29,First Class,AP-1091559,Consumer,Indonesia,Southeastern Asia,OFF-AP-4966,1421.54,3,0.17,428.12,367.57,Critical
IN-2012-DP131057-41215,2012-11-02,2012-11-04,Second Class,DP-131057,Corporate,Australia,Oceania,FUR-CH-4530,2544.37,6,0.1,621.79,366.89,Critical
TU-2013-SF10200134-41417,2013-05-23,2013-05-26,First Class,SF-10200134,Consumer,Turkey,Western Asia,TEC-PH-5815,934.25,14,0.6,-1331.65,363.73,High
ID-2015-RD1993092-42140,2015-05-16,2015-05-18,Second Class,RD-1993092,Consumer,New Zealand,Oceania,OFF-AP-4961,1900.58,6,0.4,-348.52,360.04,High
IN-2013-EM1381058-41308,2013-02-03,2013-02-07,Second Class,EM-1381058,Corporate,India,Southern Asia,FUR-BO-5762,3076.5,7,0.0,215.25,359.27,Medium
IN-2014-CS12175130-41788,2014-05-29,2014-06-01,Second Class,CS-12175130,Corporate,Thailand,Southeastern Asia,TEC-PH-5356,3181.77,6,0.17,344.97,359.09,Medium
IN-2012-GH1466527-41074,2012-06-14,2012-06-16,First Class,GH-1466527,Consumer,China,Eastern Asia,FUR-CH-5412,1296.24,8,0.0,285.12,358.85,Critical
IN-2015-CM1193527-42244,2015-08-28,2015-08-31,First Class,CM-1193527,Consumer,China,Eastern Asia,OFF-AP-3578,1682.91,3,0.0,487.98,358.51,Medium
ID-2013-PO191957-41514,2013-08-28,2013-08-28,Same Day,PO-191957,Home Office,Australia,Oceania,FUR-BO-5762,1582.2,6,0.4,-870.3,357.21,Critical
IN-2014-TS212057-41852,2014-08-01,2014-08-04,Second Class,TS-212057,Corporate,Australia,Oceania,FUR-TA-5053,1512.0,6,0.0,498.96,356.84,Critical
IN-2015-PS1876059-42288,2015-10-11,2015-10-13,Second Class,PS-1876059,Consumer,Indonesia,Southeastern Asia,FUR-BO-3648,1029.26,9,0.07,10.82,354.47,Critical
IN-2014-CA1277558-41802,2014-06-12,2014-06-17,Standard Class,CA-1277558,Consumer,India,Southern Asia,TEC-PH-3149,5751.54,9,0.0,2817.99,353.85,Medium
IN-2015-NL1831092-42266,2015-09-19,2015-09-19,Same Day,NL-1831092,Home Office,New Zealand,Oceania,OFF-ST-6046,1190.52,6,0.0,178.56,353.42,Critical
IN-2015-KD1649527-42175,2015-06-20,2015-06-26,Standard Class,KD-1649527,Corporate,China,Eastern Asia,FUR-BO-3627,2063.4,5,0.0,123.75,352.64,Low
IN-2012-KB1660058-41136,2012-08-15,2012-08-19,Standard Class,KB-1660058,Corporate,India,Southern Asia,FUR-BO-3639,3274.02,9,0.0,261.9,351.08,Medium
ID-2015-VF21715102-42321,2015-11-13,2015-11-15,Second Class,VF-21715102,Home Office,Philippines,Southeastern Asia,FUR-CH-5380,1725.75,5,0.25,-483.3,350.68,Critical
ID-2014-AM1070559-41803,2014-06-13,2014-06-13,Same Day,AM-1070559,Consumer,Indonesia,Southeastern Asia,TEC-CO-4568,1479.31,6,0.07,-63.65,350.31,High
IN-2015-BP11290113-42269,2015-09-22,2015-09-25,Second Class,BP-11290113,Consumer,Singapore,Southeastern Asia,TEC-CO-4588,1282.23,9,0.0,12.69,349.88,Critical
IN-2014-EM1382566-41850,2014-07-30,2014-07-30,Same Day,EM-1382566,Corporate,Japan,Eastern Asia,TEC-CO-4578,959.76,3,0.0,460.62,348.48,Critical
IN-2015-BS1180059-42124,2015-04-30,2015-05-04,Standard Class,BS-1180059,Home Office,Indonesia,Southeastern Asia,OFF-AP-4504,4135.64,10,0.17,847.04,348.08,Medium
IN-2015-MB173057-42179,2015-06-24,2015-06-28,Standard Class,MB-173057,Consumer,Australia,Oceania,FUR-BO-5948,5486.67,14,0.1,2316.51,346.6,Medium
IN-2013-KB1631578-41495,2013-08-09,2013-08-11,First Class,KB-1631578,Consumer,Malaysia,Southeastern Asia,TEC-MA-5005,1226.19,7,0.0,612.99,340.09,Critical
ID-2014-PK190757-41691,2014-02-21,2014-02-22,First Class,PK-190757,Consumer,Australia,Oceania,FUR-TA-3359,1809.26,5,0.3,-258.5,339.47,High
ID-2013-CS121757-41473,2013-07-18,2013-07-19,First Class,CS-121757,Corporate,Australia,Oceania,TEC-AC-3402,1863.0,8,0.1,393.24,339.06,High
IN-2015-BE114557-42080,2015-03-17,2015-03-22,Second Class,BE-114557,Home Office,Australia,Oceania,TEC-CO-4568,3299.56,14,0.1,366.28,336.02,Medium
ID-2014-SN2056097-41896,2014-09-14,2014-09-14,Same Day,SN-2056097,Home Office,Pakistan,Southern Asia,TEC-PH-3148,3499.16,11,0.5,-3009.44,333.1,Medium
ID-2014-CD122807-41646,2014-01-07,2014-01-13,Standard Class,CD-122807,Consumer,Australia,Oceania,FUR-TA-5059,2993.03,5,0.3,726.83,333.06,Medium
IN-2015-CC125507-42046,2015-02-11,2015-02-11,Same Day,CC-125507,Consumer,Australia,Oceania,TEC-CO-3706,1027.73,8,0.1,182.69,332.2,Critical
IN-2015-AB101057-42153,2015-05-29,2015-06-05,Standard Class,AB-101057,Consumer,Australia,Oceania,TEC-CO-3609,1703.03,5,0.1,737.93,332.14,Low
IN-2015-SV2078559-42110,2015-04-16,2015-04-18,Second Class,SV-2078559,Consumer,Indonesia,Southeastern Asia,OFF-ST-6049,1803.08,11,0.17,-130.39,332.13,High
IN-2012-AS1028558-41221,2012-11-08,2012-11-10,First Class,AS-1028558,Corporate,India,Southern Asia,FUR-CH-5447,969.36,7,0.0,348.81,330.01,Critical
IN-2014-VG2180527-41996,2014-12-23,2014-12-25,First Class,VG-2180527,Corporate,China,Eastern Asia,FUR-BO-3641,731.34,2,0.0,175.5,328.35,Critical
ID-2015-MG17680144-42078,2015-03-15,2015-03-17,Second Class,MG-17680144,Home Office,Vietnam,Southeastern Asia,FUR-CH-5378,1680.61,5,0.27,368.26,327.81,High
IN-2015-CD1228058-42197,2015-07-12,2015-07-13,First Class,CD-1228058,Consumer,India,Southern Asia,FUR-BO-5763,2190.75,5,0.0,65.7,327.55,Medium
IN-2015-AF1088558-42222,2015-08-06,2015-08-09,Second Class,AF-1088558,Consumer,India,Southern Asia,TEC-PH-3148,2550.0,4,0.0,280.44,326.32,High
ID-2013-BN11470130-41633,2013-12-25,2013-12-28,Second Class,BN-11470130,Corporate,Thailand,Southeastern Asia,TEC-PH-5267,2667.54,5,0.17,-417.81,326.27,Medium
IR-2014-BS166560-41807,2014-06-17,2014-06-18,First Class,BS-166560,Consumer,Iran,Southern Asia,OFF-ST-5700,2962.68,14,0.0,207.06,325.93,Medium
IN-2015-AC1045058-42311,2015-11-03,2015-11-07,Standard Class,AC-1045058,Consumer,India,Southern Asia,FUR-TA-4711,2664.0,5,0.0,905.7,325.54,Medium
IN-2012-CL1270058-41226,2012-11-13,2012-11-19,Standard Class,CL-1270058,Home Office,India,Southern Asia,TEC-PH-5268,4498.83,7,0.0,674.73,323.75,Medium
IN-2015-DB1306027-42353,2015-12-15,2015-12-17,Second Class,DB-1306027,Consumer,China,Eastern Asia,TEC-PH-5263,2043.72,14,0.0,756.0,321.36,High
IN-2013-JC157757-41310,2013-02-05,2013-02-08,First Class,JC-157757,Consumer,Australia,Oceania,FUR-CH-5378,819.94,2,0.1,191.32,320.92,Critical
ID-2015-DV1304559-42304,2015-10-27,2015-10-31,Second Class,DV-1304559,Corporate,Indonesia,Southeastern Asia,FUR-BO-5786,2189.09,6,0.07,541.37,320.28,High
IN-2013-BT1153058-41331,2013-02-26,2013-03-04,Standard Class,BT-1153058,Home Office,India,Southern Asia,FUR-TA-3344,5451.3,6,0.0,327.06,320.27,Medium
IR-2013-BM165060-41436,2013-06-11,2013-06-12,First Class,BM-165060,Corporate,Iran,Southern Asia,TEC-PH-5269,1291.08,2,0.0,296.94,319.58,Critical
IN-2012-MG1820558-40962,2012-02-23,2012-02-26,First Class,MG-1820558,Corporate,India,Southern Asia,TEC-CO-4590,1526.52,4,0.0,732.72,319.53,High
IN-2015-CY1274558-42300,2015-10-23,2015-10-25,First Class,CY-1274558,Corporate,India,Southern Asia,TEC-CO-4578,959.76,3,0.0,460.62,317.81,Critical
IN-2014-RW1969027-41763,2014-05-04,2014-05-06,First Class,RW-1969027,Consumer,China,Eastern Asia,TEC-CO-3688,1266.36,4,0.0,265.92,316.59,High
IN-2012-PS1904527-41014,2012-04-15,2012-04-16,First Class,PS-1904527,Home Office,China,Eastern Asia,FUR-CH-5411,1001.7,6,0.0,250.38,314.7,High
IN-2015-MO1780066-42308,2015-10-31,2015-11-04,Standard Class,MO-1780066,Home Office,Japan,Eastern Asia,OFF-AP-3873,4306.32,8,0.0,1722.48,314.15,Medium
